[1763, 1275]
[section-title, [665.0, 32.0, 220.0, 49.5], Ipfy_J5SBw, 5712638]
[ordered-list, [34.0, 831.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 867.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 903.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 939.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 975.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1011.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1047.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1083.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1119.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1155.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1191.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1227.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1263.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1299.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1335.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1371.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1407.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1443.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1479.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1515.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1551.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[ordered-list, [34.0, 1587.0, 596.0, 36.0], shoonya_4sK5YQPJQTMMPL, 5712638]
[paragraph, [668.0, 381.0, 547.0, 36.0], shoonya_8sVJQCG36TQ9VT, 5712638]
[paragraph, [668.0, 417.0, 547.0, 36.0], shoonya_8sVJQCG36TQ9VT, 5712638]
[paragraph, [668.0, 453.0, 547.0, 36.0], shoonya_8sVJQCG36TQ9VT, 5712638]
[paragraph, [668.0, 489.0, 547.0, 36.0], shoonya_8sVJQCG36TQ9VT, 5712638]
[paragraph, [668.0, 525.0, 547.0, 36.0], shoonya_8sVJQCG36TQ9VT, 5712638]
[paragraph, [668.0, 561.0, 547.0, 36.0], shoonya_8sVJQCG36TQ9VT, 5712638]
[paragraph, [636.0, 637.0, 586.0, 36.0], shoonya_0sU37C3X9QPHP7, 5712638]
[paragraph, [636.0, 673.0, 586.0, 36.0], shoonya_0sU37C3X9QPHP7, 5712638]
[paragraph, [636.0, 709.0, 586.0, 36.0], shoonya_0sU37C3X9QPHP7, 5712638]
[paragraph, [636.0, 745.0, 586.0, 36.0], shoonya_0sU37C3X9QPHP7, 5712638]
[paragraph, [636.0, 781.0, 586.0, 36.0], shoonya_0sU37C3X9QPHP7, 5712638]
[paragraph, [632.0, 827.0, 594.0, 36.0], shoonya_1sHZ9HWZZRTDMW, 5712638]
[paragraph, [632.0, 863.0, 594.0, 36.0], shoonya_1sHZ9HWZZRTDMW, 5712638]
[paragraph, [632.0, 899.0, 594.0, 36.0], shoonya_1sHZ9HWZZRTDMW, 5712638]
[paragraph, [684.0, 967.0, 518.0, 36.0], shoonya_3s0UAG01F2I68X, 5712638]
[paragraph, [684.0, 1003.0, 518.0, 36.0], shoonya_3s0UAG01F2I68X, 5712638]
[paragraph, [684.0, 1039.0, 518.0, 36.0], shoonya_3s0UAG01F2I68X, 5712638]
[paragraph, [684.0, 1075.0, 518.0, 36.0], shoonya_3s0UAG01F2I68X, 5712638]
[paragraph, [684.0, 1111.0, 518.0, 36.0], shoonya_3s0UAG01F2I68X, 5712638]
[paragraph, [684.0, 1147.0, 518.0, 36.0], shoonya_3s0UAG01F2I68X, 5712638]
[paragraph, [684.0, 1183.0, 518.0, 36.0], shoonya_3s0UAG01F2I68X, 5712638]
[paragraph, [670.0, 1235.0, 553.0, 36.0], AlpQk4kOSI, 5712638]
[paragraph, [770.0, 1302.0, 453.0, 36.0], sB1xENzuyx, 5712638]
[paragraph, [770.0, 1338.0, 453.0, 36.0], sB1xENzuyx, 5712638]
[paragraph, [770.0, 1374.0, 453.0, 36.0], sB1xENzuyx, 5712638]
[paragraph, [770.0, 1410.0, 453.0, 36.0], sB1xENzuyx, 5712638]
[contact-info, [678.0, 1526.0, 319.0, 36.0], shoonya_7s2RDB1S94RAFF, 5712638]
[contact-info, [678.0, 1562.0, 319.0, 36.0], shoonya_7s2RDB1S94RAFF, 5712638]
[folio, [852.0, 1635.0, 313.0, 36.0], kCqNXj2w8o, 5712638]
