[2339, 1656]
[paragraph, [844.0, 72.0, 703.0, 36.0], shoonya_3sZCUHQG58CH0H, 5749954]
[paragraph, [854.0, 381.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 417.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 453.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 489.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 525.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 561.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 597.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 633.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 669.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 705.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 741.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 777.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 813.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 849.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 885.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 921.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 957.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 993.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 1029.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 1065.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 1101.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 1137.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 1173.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [854.0, 1209.0, 701.0, 36.0], shoonya_0sZFS9OA8FD9C7, 5749954]
[paragraph, [128.0, 1100.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1136.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1172.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1208.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1244.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1280.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1316.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1352.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1388.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1424.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1460.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1496.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1532.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1568.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1604.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1640.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1676.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1712.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1748.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1784.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1820.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1856.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1892.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1928.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 1964.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 2000.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [128.0, 2036.0, 713.0, 36.0], shoonya_1sD15E2SY85ZOY, 5749954]
[paragraph, [944.0, 1276.0, 533.0, 36.0], iI02Uw2zAR, 5749954]
[paragraph, [944.0, 1312.0, 533.0, 36.0], iI02Uw2zAR, 5749954]
[paragraph, [944.0, 1348.0, 533.0, 36.0], iI02Uw2zAR, 5749954]
[paragraph, [865.0, 1413.0, 700.0, 36.0], shoonya_6sZNSGK2M1Z9B6, 5749954]
[paragraph, [865.0, 1449.0, 700.0, 36.0], shoonya_6sZNSGK2M1Z9B6, 5749954]
[paragraph, [865.0, 1485.0, 700.0, 36.0], shoonya_6sZNSGK2M1Z9B6, 5749954]
[paragraph, [865.0, 1521.0, 700.0, 36.0], shoonya_6sZNSGK2M1Z9B6, 5749954]
[paragraph, [967.0, 1600.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
[paragraph, [967.0, 1636.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
[paragraph, [967.0, 1672.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
[paragraph, [967.0, 1708.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
[paragraph, [967.0, 1744.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
[paragraph, [967.0, 1780.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
[paragraph, [967.0, 1816.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
[paragraph, [967.0, 1852.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
[paragraph, [967.0, 1888.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
[paragraph, [967.0, 1924.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
[paragraph, [967.0, 1960.0, 500.0, 36.0], shoonya_4sLOGUC0VORZ3Y, 5749954]
