[1565, 1152]
[paragraph, [102.0, 119.0, 304.0, 36.0], shoonya_9s11UH4WNDNOKK, 5713388]
[paragraph, [736.0, 739.0, 293.0, 36.0], shoonya_3sHN8DAPC7P0OA, 5713388]
[paragraph, [736.0, 775.0, 293.0, 36.0], shoonya_3sHN8DAPC7P0OA, 5713388]
[paragraph, [736.0, 811.0, 293.0, 36.0], shoonya_3sHN8DAPC7P0OA, 5713388]
[paragraph, [736.0, 847.0, 293.0, 36.0], shoonya_3sHN8DAPC7P0OA, 5713388]
[paragraph, [736.0, 883.0, 293.0, 36.0], shoonya_3sHN8DAPC7P0OA, 5713388]
[paragraph, [736.0, 919.0, 293.0, 36.0], shoonya_3sHN8DAPC7P0OA, 5713388]
[paragraph, [736.0, 955.0, 293.0, 36.0], shoonya_3sHN8DAPC7P0OA, 5713388]
[paragraph, [736.0, 991.0, 293.0, 36.0], shoonya_3sHN8DAPC7P0OA, 5713388]
[paragraph, [423.0, 720.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 756.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 792.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 828.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 864.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 900.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 936.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 972.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 1008.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 1044.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 1080.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 1116.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 1152.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 1188.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [423.0, 1224.0, 308.0, 36.0], shoonya_2sCIWS3R14O4BG, 5713388]
[paragraph, [730.0, 1042.0, 316.0, 36.0], shoonya_10sY2IBULE8ZA2, 5713388]
[paragraph, [730.0, 1078.0, 316.0, 36.0], shoonya_10sY2IBULE8ZA2, 5713388]
[paragraph, [730.0, 1114.0, 316.0, 36.0], shoonya_10sY2IBULE8ZA2, 5713388]
[paragraph, [730.0, 1150.0, 316.0, 36.0], shoonya_10sY2IBULE8ZA2, 5713388]
[paragraph, [730.0, 1186.0, 316.0, 36.0], shoonya_10sY2IBULE8ZA2, 5713388]
[paragraph, [730.0, 1222.0, 316.0, 36.0], shoonya_10sY2IBULE8ZA2, 5713388]
[paragraph, [730.0, 1258.0, 316.0, 36.0], shoonya_10sY2IBULE8ZA2, 5713388]
[paragraph, [730.0, 1294.0, 316.0, 36.0], shoonya_10sY2IBULE8ZA2, 5713388]
[paragraph, [730.0, 1330.0, 316.0, 36.0], shoonya_10sY2IBULE8ZA2, 5713388]
[paragraph, [730.0, 1366.0, 316.0, 36.0], shoonya_10sY2IBULE8ZA2, 5713388]
[paragraph, [102.0, 1190.0, 309.0, 36.0], shoonya_6sJG43IS6LGPOV, 5713388]
[paragraph, [102.0, 1226.0, 309.0, 36.0], shoonya_6sJG43IS6LGPOV, 5713388]
[paragraph, [102.0, 1262.0, 309.0, 36.0], shoonya_6sJG43IS6LGPOV, 5713388]
[paragraph, [102.0, 1298.0, 309.0, 36.0], shoonya_6sJG43IS6LGPOV, 5713388]
[paragraph, [102.0, 1334.0, 309.0, 36.0], shoonya_6sJG43IS6LGPOV, 5713388]
[paragraph, [102.0, 1370.0, 309.0, 36.0], shoonya_6sJG43IS6LGPOV, 5713388]
[paragraph, [415.0, 1273.0, 314.0, 36.0], shoonya_4sUXHFWEBBT1IU, 5713388]
[paragraph, [415.0, 1309.0, 314.0, 36.0], shoonya_4sUXHFWEBBT1IU, 5713388]
[paragraph, [415.0, 1345.0, 314.0, 36.0], shoonya_4sUXHFWEBBT1IU, 5713388]
[paragraph, [415.0, 1381.0, 314.0, 36.0], shoonya_4sUXHFWEBBT1IU, 5713388]
[folio, [123.0, 1450.0, 133.0, 36.0], o-BsVMy1IP, 5713388]
