[1240, 880]
[chapter-title, [375.0, 56.0, 240.0, 30.0], shoonya_4sIVO4BYGLJVPK, 5776079]
[paragraph, [183.0, 525.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 543.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 561.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 579.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 597.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 615.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 633.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 651.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 669.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 687.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 705.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 723.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 741.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 759.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 777.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [183.0, 795.0, 633.0, 18.0], shoonya_2sVK87VWC5RXFT, 5776079]
[paragraph, [186.0, 827.0, 629.0, 18.0], shoonya_1s1AYGKFFEG1O3, 5776079]
[paragraph, [186.0, 845.0, 629.0, 18.0], shoonya_1s1AYGKFFEG1O3, 5776079]
[paragraph, [186.0, 863.0, 629.0, 18.0], shoonya_1s1AYGKFFEG1O3, 5776079]
[paragraph, [186.0, 881.0, 629.0, 18.0], shoonya_1s1AYGKFFEG1O3, 5776079]
[paragraph, [186.0, 899.0, 629.0, 18.0], shoonya_1s1AYGKFFEG1O3, 5776079]
[paragraph, [186.0, 917.0, 629.0, 18.0], shoonya_1s1AYGKFFEG1O3, 5776079]
[paragraph, [186.0, 935.0, 629.0, 18.0], shoonya_1s1AYGKFFEG1O3, 5776079]
[paragraph, [186.0, 953.0, 629.0, 18.0], shoonya_1s1AYGKFFEG1O3, 5776079]
[paragraph, [189.0, 977.0, 632.0, 18.0], shoonya_3sHEA0QP5D9Y4H, 5776079]
[paragraph, [189.0, 995.0, 632.0, 18.0], shoonya_3sHEA0QP5D9Y4H, 5776079]
[paragraph, [189.0, 1013.0, 632.0, 18.0], shoonya_3sHEA0QP5D9Y4H, 5776079]
[paragraph, [189.0, 1031.0, 632.0, 18.0], shoonya_3sHEA0QP5D9Y4H, 5776079]
[paragraph, [189.0, 1049.0, 632.0, 18.0], shoonya_3sHEA0QP5D9Y4H, 5776079]
[paragraph, [189.0, 1067.0, 632.0, 18.0], shoonya_3sHEA0QP5D9Y4H, 5776079]
[paragraph, [189.0, 1085.0, 632.0, 18.0], shoonya_3sHEA0QP5D9Y4H, 5776079]
