[1806, 1262]
[folio, [575.0, 101.0, 480.0, 36.0], shoonya_0sUOP6ILC5KSC8, 5681029]
[paragraph, [625.0, 1284.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1320.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1356.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1392.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1428.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [625.0, 1464.0, 501.0, 36.0], rPgyfttLuM, 5681029]
[paragraph, [86.0, 698.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 734.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 770.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 806.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 842.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 878.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 914.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 950.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 986.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1022.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1058.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1094.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1130.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1166.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1202.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1238.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1274.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1310.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1346.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1382.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1418.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1454.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1490.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1526.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1562.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1598.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1634.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [86.0, 1670.0, 501.0, 36.0], 3XzrHi3_b6, 5681029]
[paragraph, [625.0, 1516.0, 504.0, 36.0], s62OYzRW33, 5681029]
[paragraph, [625.0, 1552.0, 504.0, 36.0], s62OYzRW33, 5681029]
[paragraph, [625.0, 1588.0, 504.0, 36.0], s62OYzRW33, 5681029]
[paragraph, [625.0, 1624.0, 504.0, 36.0], s62OYzRW33, 5681029]
[paragraph, [625.0, 1660.0, 504.0, 36.0], s62OYzRW33, 5681029]
