[2339, 1656]
[paragraph, [125.0, 98.0, 707.0, 36.0], shoonya_1sBLIRDQUE2WY4, 5749271]
[paragraph, [862.0, 1224.0, 701.0, 36.0], shoonya_2sILJFL98LWGVJ, 5749271]
[paragraph, [862.0, 1260.0, 701.0, 36.0], shoonya_2sILJFL98LWGVJ, 5749271]
[paragraph, [862.0, 1296.0, 701.0, 36.0], shoonya_2sILJFL98LWGVJ, 5749271]
[paragraph, [228.0, 1103.0, 504.0, 36.0], shoonya_5sRMQCYZWWFN0U, 5749271]
[paragraph, [228.0, 1139.0, 504.0, 36.0], shoonya_5sRMQCYZWWFN0U, 5749271]
[paragraph, [228.0, 1175.0, 504.0, 36.0], shoonya_5sRMQCYZWWFN0U, 5749271]
[paragraph, [228.0, 1211.0, 504.0, 36.0], shoonya_5sRMQCYZWWFN0U, 5749271]
[paragraph, [228.0, 1247.0, 504.0, 36.0], shoonya_5sRMQCYZWWFN0U, 5749271]
[paragraph, [129.0, 1363.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1399.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1435.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1471.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1507.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1543.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1579.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1615.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1651.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1687.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1723.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1759.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1795.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1831.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1867.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1903.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1939.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 1975.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [129.0, 2011.0, 705.0, 36.0], shoonya_0sXWBVXA68EWFZ, 5749271]
[paragraph, [866.0, 1378.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1414.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1450.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1486.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1522.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1558.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1594.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1630.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1666.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1702.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1738.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1774.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[paragraph, [866.0, 1810.0, 699.0, 36.0], shoonya_3sM7HWFCXHW3AX, 5749271]
[footnote, [867.0, 1925.0, 722.0, 36.0], KFWZDup3Gz, 5749271]
[footnote, [867.0, 1961.0, 722.0, 36.0], KFWZDup3Gz, 5749271]
[footnote, [867.0, 1997.0, 722.0, 36.0], KFWZDup3Gz, 5749271]
[footnote, [867.0, 2033.0, 722.0, 36.0], KFWZDup3Gz, 5749271]
