[1372, 849]
[section-title, [296.0, 67.0, 250.0, 30.0], shoonya_2s6O530VAVNZ6S, 5710483]
[paragraph, [64.0, 525.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 543.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 561.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 579.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 597.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 615.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 633.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 651.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 669.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 687.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 705.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 723.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 741.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 759.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 777.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 795.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 813.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 831.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 849.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 867.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 885.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 903.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 921.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 939.0, 712.0, 18.0], shoonya_1s4W1ZVYRL9VBD, 5710483]
[paragraph, [64.0, 963.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 981.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 999.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1017.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1035.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1053.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1071.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1089.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1107.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1125.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1143.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1161.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1179.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1197.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1215.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1233.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1251.0, 715.0, 18.0], QqDZpffUnf, 5710483]
[paragraph, [64.0, 1269.0, 715.0, 18.0], QqDZpffUnf, 5710483]
