[1763, 1275]
[section-title, [631.0, 56.0, 157.0, 49.5], dKx1dPmek7, 5713087]
[paragraph, [943.0, 1372.0, 209.0, 36.0], sbck-Y_bDw, 5713087]
[paragraph, [143.0, 1378.0, 689.0, 36.0], kA6GPx59pA, 5713087]
[paragraph, [143.0, 1414.0, 689.0, 36.0], kA6GPx59pA, 5713087]
[paragraph, [143.0, 1455.0, 704.0, 36.0], bL49UpDGuS, 5713087]
[paragraph, [143.0, 1491.0, 704.0, 36.0], bL49UpDGuS, 5713087]
[paragraph, [937.0, 1492.0, 202.0, 36.0], NKT55pG7oE, 5713087]
[paragraph, [143.0, 1532.0, 686.0, 36.0], wBpWyRVIXI, 5713087]
[paragraph, [143.0, 1568.0, 686.0, 36.0], wBpWyRVIXI, 5713087]
[paragraph, [930.0, 1574.0, 244.0, 36.0], PzDynfUyQh, 5713087]
[paragraph, [930.0, 1610.0, 244.0, 36.0], PzDynfUyQh, 5713087]
[author, [575.0, 1611.0, 218.0, 36.0], IxB3J7IJDY, 5713087]
[folio, [842.0, 1676.0, 303.0, 36.0], zpq25rtTQl, 5713087]
