[1300, 900]
[folio, [320.0, 51.0, 282.0, 18.0], mrH8CMdBym, 5731579]
[paragraph, [66.0, 595.0, 784.0, 18.0], shoonya_0sBFCT7DZU5AC5, 5731579]
[paragraph, [69.0, 628.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 646.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 664.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 682.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 700.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 718.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 736.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 754.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 772.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 790.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 808.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 826.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 844.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 862.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 880.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 898.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 916.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 934.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 952.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 970.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 988.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 1006.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 1024.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 1042.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 1060.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 1078.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 1096.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
[paragraph, [69.0, 1114.0, 782.0, 18.0], shoonya_3sLOWV8OT191LU, 5731579]
