[872, 605]
[folio, [493.0, 32.0, 65.0, 18.0], 6XvCrBHn_T, 6457269]
[paragraph, [46.0, 495.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 513.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 531.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 549.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 567.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 585.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 603.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 621.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 639.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 657.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 675.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 693.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 711.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 729.0, 256.0, 18.0], Q9hKhPcTb0, 6457269]
[paragraph, [46.0, 745.0, 209.0, 18.0], ES-vSkxenQ, 6457269]
[paragraph, [314.0, 766.0, 240.0, 18.0], rV8I94DzeK, 6457269]
[reference, [46.0, 773.0, 252.0, 18.0], RC4-Cx9yZ_, 6457269]
[reference, [46.0, 791.0, 252.0, 18.0], RC4-Cx9yZ_, 6457269]
[reference, [46.0, 809.0, 252.0, 18.0], RC4-Cx9yZ_, 6457269]
[reference, [302.0, 795.0, 252.0, 18.0], 87Z7dof6zr, 6457269]
[reference, [302.0, 813.0, 252.0, 18.0], 87Z7dof6zr, 6457269]
