[1372, 849]
[section-title, [299.0, 149.0, 297.0, 30.0], shoonya_3s3RX7JOZM96I2, 5709709]
[paragraph, [60.0, 998.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1016.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1034.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1052.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1070.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1088.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1106.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1124.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1142.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1160.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1178.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1196.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1214.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1232.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
[paragraph, [60.0, 1250.0, 729.0, 18.0], shoonya_0sUFDMED7HDE6K, 5709709]
