[1818, 1374]
[folio, [480.0, 202.0, 417.0, 36.0], shoonya_0sZHBYQ8CMC0KT, 5683139]
[paragraph, [115.0, 629.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 665.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 701.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 737.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 773.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 809.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 845.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 881.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 917.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 953.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 989.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1025.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1061.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1097.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1133.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1169.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1205.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1241.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1277.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1313.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1349.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1385.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1421.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1457.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1493.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1529.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1565.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1601.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1637.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [115.0, 1673.0, 561.0, 36.0], shoonya_2sIIOZVQ5U9TCI, 5683139]
[paragraph, [699.0, 718.0, 559.0, 36.0], nXHozu08-X, 5683139]
[paragraph, [699.0, 754.0, 559.0, 36.0], nXHozu08-X, 5683139]
[paragraph, [699.0, 790.0, 559.0, 36.0], nXHozu08-X, 5683139]
[paragraph, [699.0, 826.0, 559.0, 36.0], nXHozu08-X, 5683139]
[paragraph, [699.0, 862.0, 559.0, 36.0], nXHozu08-X, 5683139]
[paragraph, [699.0, 898.0, 559.0, 36.0], nXHozu08-X, 5683139]
[paragraph, [699.0, 960.0, 559.0, 36.0], Oj9iko9eRy, 5683139]
[paragraph, [699.0, 996.0, 559.0, 36.0], Oj9iko9eRy, 5683139]
[paragraph, [699.0, 1032.0, 559.0, 36.0], Oj9iko9eRy, 5683139]
[paragraph, [699.0, 1068.0, 559.0, 36.0], Oj9iko9eRy, 5683139]
[paragraph, [699.0, 1104.0, 559.0, 36.0], Oj9iko9eRy, 5683139]
[paragraph, [699.0, 1140.0, 559.0, 36.0], Oj9iko9eRy, 5683139]
[paragraph, [699.0, 1176.0, 559.0, 36.0], Oj9iko9eRy, 5683139]
[paragraph, [700.0, 1240.0, 563.0, 36.0], 488Yt_Mv7y, 5683139]
[paragraph, [700.0, 1276.0, 563.0, 36.0], 488Yt_Mv7y, 5683139]
[paragraph, [700.0, 1312.0, 563.0, 36.0], 488Yt_Mv7y, 5683139]
[paragraph, [699.0, 1361.0, 566.0, 36.0], -8Wl9WecWv, 5683139]
[paragraph, [699.0, 1397.0, 566.0, 36.0], -8Wl9WecWv, 5683139]
[paragraph, [699.0, 1433.0, 566.0, 36.0], -8Wl9WecWv, 5683139]
[paragraph, [699.0, 1469.0, 566.0, 36.0], -8Wl9WecWv, 5683139]
[paragraph, [697.0, 1522.0, 568.0, 36.0], OT_bu7O913, 5683139]
[paragraph, [697.0, 1558.0, 568.0, 36.0], OT_bu7O913, 5683139]
[paragraph, [695.0, 1601.0, 568.0, 36.0], ZRTE1ROSTe, 5683139]
[paragraph, [695.0, 1637.0, 568.0, 36.0], ZRTE1ROSTe, 5683139]
[paragraph, [695.0, 1673.0, 568.0, 36.0], ZRTE1ROSTe, 5683139]
