[1468, 909]
[headline, [387.0, 70.0, 99.0, 25.5], RMCqkgQSz0, 5769826]
[paragraph, [72.0, 904.0, 383.0, 18.0], UuDOSdMJjo, 5769826]
[paragraph, [464.0, 719.0, 321.0, 18.0], gKTAT-EZgE, 5769826]
[paragraph, [464.0, 737.0, 321.0, 18.0], gKTAT-EZgE, 5769826]
[paragraph, [464.0, 755.0, 321.0, 18.0], gKTAT-EZgE, 5769826]
[paragraph, [462.0, 778.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 796.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 814.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 832.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 850.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 868.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 886.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 904.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 922.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 940.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 958.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 976.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 994.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1012.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1030.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1048.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1066.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1084.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1102.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1120.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1138.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1156.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1174.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1192.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1210.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1228.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1246.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1264.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1282.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1300.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1318.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1336.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1354.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [462.0, 1372.0, 370.0, 18.0], t7eEGv8anz, 5769826]
[paragraph, [69.0, 928.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 946.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 964.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 982.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1000.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1018.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1036.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1054.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1072.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1090.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1108.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1126.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1144.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1162.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1180.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1198.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1216.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1234.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1252.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1270.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1288.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1306.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1324.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1342.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
[paragraph, [69.0, 1360.0, 392.0, 18.0], 5iOIgjUk97, 5769826]
