[1447, 1063]
[folio, [427.0, 55.0, 207.0, 18.0], 3kFk6tgkGT, 5763210]
[paragraph, [534.0, 909.0, 439.0, 18.0], knAaBtu-YU, 5763210]
[paragraph, [534.0, 927.0, 439.0, 18.0], knAaBtu-YU, 5763210]
[paragraph, [534.0, 945.0, 439.0, 18.0], knAaBtu-YU, 5763210]
[paragraph, [534.0, 963.0, 439.0, 18.0], knAaBtu-YU, 5763210]
[paragraph, [534.0, 981.0, 439.0, 18.0], knAaBtu-YU, 5763210]
[paragraph, [534.0, 999.0, 439.0, 18.0], knAaBtu-YU, 5763210]
[paragraph, [534.0, 1017.0, 439.0, 18.0], knAaBtu-YU, 5763210]
[paragraph, [534.0, 1035.0, 439.0, 18.0], knAaBtu-YU, 5763210]
[paragraph, [534.0, 1053.0, 439.0, 18.0], knAaBtu-YU, 5763210]
[paragraph, [534.0, 1071.0, 439.0, 18.0], knAaBtu-YU, 5763210]
[paragraph, [89.0, 989.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1007.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1025.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1043.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1061.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1079.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1097.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1115.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1133.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1151.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1169.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1187.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1205.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [89.0, 1223.0, 441.0, 18.0], t8JzA--7PN, 5763210]
[paragraph, [91.0, 1258.0, 438.0, 18.0], 3wn9vzLBF8, 5763210]
[paragraph, [91.0, 1276.0, 438.0, 18.0], 3wn9vzLBF8, 5763210]
[paragraph, [91.0, 1294.0, 438.0, 18.0], 3wn9vzLBF8, 5763210]
[paragraph, [91.0, 1312.0, 438.0, 18.0], 3wn9vzLBF8, 5763210]
[website-link, [427.0, 1284.0, 102.0, 18.0], M2kJSPLbtX, 5763210]
[website-link, [427.0, 1302.0, 102.0, 18.0], M2kJSPLbtX, 5763210]
