[2339, 1653]
[paragraph, [504.0, 390.0, 311.0, 36.0], shoonya_11sWZIA64U0WXS, 5735596]
[paragraph, [236.0, 1524.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1560.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1596.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[paragraph, [236.0, 1632.0, 580.0, 36.0], shoonya_2sZ91HOXG7DV0A, 5735596]
[sidebar, [57.0, 1106.0, 140.0, 36.0], LRIn4MrQY2, 5735596]
[paragraph, [832.0, 1366.0, 583.0, 36.0], shoonya_5s9SZ73WC533EW, 5735596]
[paragraph, [832.0, 1402.0, 583.0, 36.0], shoonya_5s9SZ73WC533EW, 5735596]
[paragraph, [832.0, 1438.0, 583.0, 36.0], shoonya_5s9SZ73WC533EW, 5735596]
[paragraph, [832.0, 1474.0, 583.0, 36.0], shoonya_5s9SZ73WC533EW, 5735596]
[paragraph, [832.0, 1510.0, 583.0, 36.0], shoonya_5s9SZ73WC533EW, 5735596]
[paragraph, [832.0, 1546.0, 583.0, 36.0], shoonya_5s9SZ73WC533EW, 5735596]
[paragraph, [832.0, 1582.0, 583.0, 36.0], shoonya_5s9SZ73WC533EW, 5735596]
[paragraph, [835.0, 1633.0, 578.0, 36.0], shoonya_7sC4NQM1CCWYXD, 5735596]
[paragraph, [835.0, 1669.0, 578.0, 36.0], shoonya_7sC4NQM1CCWYXD, 5735596]
[paragraph, [835.0, 1705.0, 578.0, 36.0], shoonya_7sC4NQM1CCWYXD, 5735596]
[paragraph, [239.0, 1678.0, 578.0, 36.0], shoonya_3sTXT8ACA39O5F, 5735596]
[paragraph, [239.0, 1714.0, 578.0, 36.0], shoonya_3sTXT8ACA39O5F, 5735596]
[paragraph, [239.0, 1750.0, 578.0, 36.0], shoonya_3sTXT8ACA39O5F, 5735596]
[paragraph, [239.0, 1786.0, 578.0, 36.0], shoonya_3sTXT8ACA39O5F, 5735596]
[paragraph, [239.0, 1822.0, 578.0, 36.0], shoonya_3sTXT8ACA39O5F, 5735596]
[paragraph, [239.0, 1858.0, 578.0, 36.0], shoonya_3sTXT8ACA39O5F, 5735596]
[paragraph, [239.0, 1894.0, 578.0, 36.0], shoonya_3sTXT8ACA39O5F, 5735596]
[paragraph, [836.0, 1769.0, 578.0, 36.0], shoonya_8sQQLE0T8Y9UYP, 5735596]
[paragraph, [836.0, 1805.0, 578.0, 36.0], shoonya_8sQQLE0T8Y9UYP, 5735596]
[paragraph, [836.0, 1841.0, 578.0, 36.0], shoonya_8sQQLE0T8Y9UYP, 5735596]
[author, [1232.0, 1903.0, 182.0, 36.0], shoonya_10s3Q3BXQQLQBI, 5735596]
[folio, [1176.0, 1969.0, 241.0, 36.0], xvlMkJB4rS, 5735596]
