[612, 1008]
[headline, [32.0, 0.0, 212.0, 25.5], TLOFwfviwC, 5656994]
[figure-caption, [356.0, 309.0, 109.0, 18.0], YJOdtKvxxs, 5656994]
[figure-caption, [356.0, 327.0, 109.0, 18.0], YJOdtKvxxs, 5656994]
[figure-caption, [356.0, 345.0, 109.0, 18.0], YJOdtKvxxs, 5656994]
[figure-caption, [849.0, 311.0, 101.0, 18.0], MrOgk5UEJ3, 5656994]
[figure-caption, [849.0, 329.0, 101.0, 18.0], MrOgk5UEJ3, 5656994]
[figure-caption, [849.0, 347.0, 101.0, 18.0], MrOgk5UEJ3, 5656994]
[figure-caption, [599.0, 312.0, 114.0, 18.0], e6B0DJX09o, 5656994]
[figure-caption, [599.0, 330.0, 114.0, 18.0], e6B0DJX09o, 5656994]
[figure-caption, [599.0, 348.0, 114.0, 18.0], e6B0DJX09o, 5656994]
[figure-caption, [99.0, 313.0, 95.0, 18.0], L1OEv1Os1O, 5656994]
[figure-caption, [99.0, 331.0, 95.0, 18.0], L1OEv1Os1O, 5656994]
[figure-caption, [99.0, 349.0, 95.0, 18.0], L1OEv1Os1O, 5656994]
[figure-caption, [100.0, 392.0, 112.0, 18.0], -rBJAqb4lW, 5656994]
[figure-caption, [100.0, 410.0, 112.0, 18.0], -rBJAqb4lW, 5656994]
[figure-caption, [100.0, 428.0, 112.0, 18.0], -rBJAqb4lW, 5656994]
[figure-caption, [100.0, 446.0, 112.0, 18.0], -rBJAqb4lW, 5656994]
[figure-caption, [601.0, 394.0, 98.0, 18.0], ESGNarrOr1, 5656994]
[figure-caption, [601.0, 412.0, 98.0, 18.0], ESGNarrOr1, 5656994]
[figure-caption, [601.0, 430.0, 98.0, 18.0], ESGNarrOr1, 5656994]
[figure-caption, [853.0, 394.0, 105.0, 18.0], Yo3wsw8M-j, 5656994]
[figure-caption, [853.0, 412.0, 105.0, 18.0], Yo3wsw8M-j, 5656994]
[figure-caption, [853.0, 430.0, 105.0, 18.0], Yo3wsw8M-j, 5656994]
[figure-caption, [853.0, 448.0, 105.0, 18.0], Yo3wsw8M-j, 5656994]
[figure-caption, [354.0, 397.0, 113.0, 18.0], KX9fKshy-L, 5656994]
[figure-caption, [354.0, 415.0, 113.0, 18.0], KX9fKshy-L, 5656994]
[figure-caption, [354.0, 433.0, 113.0, 18.0], KX9fKshy-L, 5656994]
[figure-caption, [354.0, 479.0, 115.0, 18.0], Hqh73B-Gyk, 5656994]
[figure-caption, [354.0, 497.0, 115.0, 18.0], Hqh73B-Gyk, 5656994]
[figure-caption, [354.0, 515.0, 115.0, 18.0], Hqh73B-Gyk, 5656994]
[figure-caption, [354.0, 533.0, 115.0, 18.0], Hqh73B-Gyk, 5656994]
[figure-caption, [100.0, 481.0, 113.0, 18.0], 2n89a5sN5J, 5656994]
[figure-caption, [100.0, 499.0, 113.0, 18.0], 2n89a5sN5J, 5656994]
[figure-caption, [100.0, 517.0, 113.0, 18.0], 2n89a5sN5J, 5656994]
[figure-caption, [100.0, 535.0, 113.0, 18.0], 2n89a5sN5J, 5656994]
[figure-caption, [601.0, 483.0, 110.0, 18.0], A3s0cDaMlY, 5656994]
[figure-caption, [601.0, 501.0, 110.0, 18.0], A3s0cDaMlY, 5656994]
[figure-caption, [601.0, 519.0, 110.0, 18.0], A3s0cDaMlY, 5656994]
[figure-caption, [851.0, 486.0, 108.0, 18.0], 03DlMB41-r, 5656994]
[figure-caption, [851.0, 504.0, 108.0, 18.0], 03DlMB41-r, 5656994]
[figure-caption, [851.0, 522.0, 108.0, 18.0], 03DlMB41-r, 5656994]
[folio, [781.0, 578.0, 205.0, 18.0], AsMm_tuB5R, 5656994]
