[1238, 765]
[folio, [327.0, 84.0, 130.0, 18.0], Kc7TwQiQb1, 5770638]
[paragraph, [76.0, 270.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 288.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 306.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 324.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 342.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 360.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 378.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 396.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 414.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 432.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 450.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 468.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [76.0, 486.0, 307.0, 18.0], xxAB2d9ggY, 5770638]
[paragraph, [389.0, 415.0, 317.0, 18.0], iVxTGLnjGl, 5770638]
[paragraph, [389.0, 433.0, 317.0, 18.0], iVxTGLnjGl, 5770638]
[paragraph, [389.0, 451.0, 317.0, 18.0], iVxTGLnjGl, 5770638]
[paragraph, [389.0, 469.0, 317.0, 18.0], iVxTGLnjGl, 5770638]
[paragraph, [389.0, 487.0, 317.0, 18.0], iVxTGLnjGl, 5770638]
[paragraph, [389.0, 505.0, 317.0, 18.0], iVxTGLnjGl, 5770638]
[paragraph, [74.0, 509.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 527.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 545.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 563.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 581.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 599.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 617.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 635.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 653.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 671.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 689.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 707.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 725.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 743.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 761.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 779.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 797.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 815.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 833.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 851.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 869.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 887.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 905.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 923.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 941.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 959.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 977.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 995.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 1013.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 1031.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [74.0, 1049.0, 306.0, 18.0], 8EgV2RsLWF, 5770638]
[paragraph, [383.0, 538.0, 308.0, 18.0], Thwtzv8Hen, 5770638]
[paragraph, [383.0, 556.0, 308.0, 18.0], Thwtzv8Hen, 5770638]
[paragraph, [383.0, 574.0, 308.0, 18.0], Thwtzv8Hen, 5770638]
[paragraph, [383.0, 592.0, 308.0, 18.0], Thwtzv8Hen, 5770638]
[paragraph, [383.0, 610.0, 308.0, 18.0], Thwtzv8Hen, 5770638]
[paragraph, [383.0, 628.0, 308.0, 18.0], Thwtzv8Hen, 5770638]
[paragraph, [383.0, 646.0, 308.0, 18.0], Thwtzv8Hen, 5770638]
[paragraph, [383.0, 664.0, 308.0, 18.0], Thwtzv8Hen, 5770638]
[paragraph, [383.0, 682.0, 308.0, 18.0], Thwtzv8Hen, 5770638]
[paragraph, [384.0, 719.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 737.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 755.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 773.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 791.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 809.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 827.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 845.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 863.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 881.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 899.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 917.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 935.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 953.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 971.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 989.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [384.0, 1007.0, 307.0, 18.0], TI3VKG4t-r, 5770638]
[paragraph, [410.0, 1035.0, 260.0, 18.0], _dUFp8Yhvk, 5770638]
[paragraph, [410.0, 1053.0, 260.0, 18.0], _dUFp8Yhvk, 5770638]
