[1625, 1211]
[section-title, [782.0, 60.0, 362.0, 49.5], shoonya_4sZGHNCIVTMTUI, 5742046]
[paragraph, [71.0, 839.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 875.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 911.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 947.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 983.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 1019.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 1055.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 1091.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 1127.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 1163.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 1199.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 1235.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 1271.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 1307.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [71.0, 1343.0, 339.0, 36.0], shoonya_0sGSNPODXYHY80, 5742046]
[paragraph, [429.0, 943.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 979.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1015.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1051.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1087.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1123.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1159.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1195.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1231.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1267.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1303.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1339.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1375.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1411.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [429.0, 1447.0, 335.0, 36.0], 95aUywOrj9, 5742046]
[paragraph, [783.0, 1050.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1086.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1122.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1158.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1194.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1230.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1266.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1302.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1338.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1374.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1410.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [783.0, 1446.0, 346.0, 36.0], sjXd0Iwh-k, 5742046]
[paragraph, [69.0, 1395.0, 338.0, 36.0], p5oztcY_0h, 5742046]
[paragraph, [69.0, 1431.0, 338.0, 36.0], p5oztcY_0h, 5742046]
