[792, 612]
[flag, [26.0, 56.0, 162.0, 18.0], shoonya_12sRGT5KQORHHE, 6515234]
[paragraph, [393.0, 405.0, 161.0, 18.0], GjFWAs-MIQ, 6515234]
[paragraph, [393.0, 423.0, 161.0, 18.0], GjFWAs-MIQ, 6515234]
[paragraph, [393.0, 441.0, 161.0, 18.0], GjFWAs-MIQ, 6515234]
[paragraph, [393.0, 459.0, 161.0, 18.0], GjFWAs-MIQ, 6515234]
[paragraph, [393.0, 477.0, 161.0, 18.0], GjFWAs-MIQ, 6515234]
[paragraph, [393.0, 495.0, 161.0, 18.0], GjFWAs-MIQ, 6515234]
[paragraph, [393.0, 513.0, 161.0, 18.0], GjFWAs-MIQ, 6515234]
[paragraph, [393.0, 531.0, 161.0, 18.0], GjFWAs-MIQ, 6515234]
[contact-info, [27.0, 425.0, 162.0, 18.0], Q4BXy8eqqH, 6515234]
[contact-info, [27.0, 443.0, 162.0, 18.0], Q4BXy8eqqH, 6515234]
[contact-info, [27.0, 461.0, 162.0, 18.0], Q4BXy8eqqH, 6515234]
[contact-info, [27.0, 479.0, 162.0, 18.0], Q4BXy8eqqH, 6515234]
[contact-info, [27.0, 497.0, 162.0, 18.0], Q4BXy8eqqH, 6515234]
[contact-info, [27.0, 515.0, 162.0, 18.0], Q4BXy8eqqH, 6515234]
[contact-info, [27.0, 533.0, 162.0, 18.0], Q4BXy8eqqH, 6515234]
[contact-info, [27.0, 551.0, 162.0, 18.0], Q4BXy8eqqH, 6515234]
[contact-info, [27.0, 569.0, 162.0, 18.0], Q4BXy8eqqH, 6515234]
[contact-info, [27.0, 587.0, 162.0, 18.0], Q4BXy8eqqH, 6515234]
[paragraph, [223.0, 448.0, 163.0, 18.0], oQ7ZkYXkGJ, 6515234]
[paragraph, [223.0, 466.0, 163.0, 18.0], oQ7ZkYXkGJ, 6515234]
[paragraph, [223.0, 484.0, 163.0, 18.0], oQ7ZkYXkGJ, 6515234]
[paragraph, [223.0, 502.0, 163.0, 18.0], oQ7ZkYXkGJ, 6515234]
[paragraph, [223.0, 520.0, 163.0, 18.0], oQ7ZkYXkGJ, 6515234]
[paragraph, [223.0, 538.0, 163.0, 18.0], oQ7ZkYXkGJ, 6515234]
[paragraph, [223.0, 556.0, 163.0, 18.0], oQ7ZkYXkGJ, 6515234]
[paragraph, [223.0, 574.0, 163.0, 18.0], oQ7ZkYXkGJ, 6515234]
[paragraph, [393.0, 567.0, 160.0, 18.0], 7LoSyUSZZT, 6515234]
[paragraph, [393.0, 585.0, 160.0, 18.0], 7LoSyUSZZT, 6515234]
[paragraph, [393.0, 603.0, 160.0, 18.0], 7LoSyUSZZT, 6515234]
[paragraph, [393.0, 621.0, 160.0, 18.0], 7LoSyUSZZT, 6515234]
[paragraph, [393.0, 639.0, 160.0, 18.0], 7LoSyUSZZT, 6515234]
[paragraph, [224.0, 603.0, 162.0, 18.0], nCg0zAPDH_, 6515234]
[paragraph, [224.0, 621.0, 162.0, 18.0], nCg0zAPDH_, 6515234]
[paragraph, [224.0, 639.0, 162.0, 18.0], nCg0zAPDH_, 6515234]
[paragraph, [224.0, 657.0, 162.0, 18.0], nCg0zAPDH_, 6515234]
[paragraph, [224.0, 675.0, 162.0, 18.0], nCg0zAPDH_, 6515234]
[paragraph, [224.0, 693.0, 162.0, 18.0], nCg0zAPDH_, 6515234]
[sidebar, [27.0, 623.0, 159.0, 18.0], shoonya_14sK8HHOUL9LYO, 6515234]
[sidebar, [27.0, 641.0, 159.0, 18.0], shoonya_14sK8HHOUL9LYO, 6515234]
[sidebar, [27.0, 659.0, 159.0, 18.0], shoonya_14sK8HHOUL9LYO, 6515234]
[sidebar, [27.0, 677.0, 159.0, 18.0], shoonya_14sK8HHOUL9LYO, 6515234]
[sidebar, [27.0, 695.0, 159.0, 18.0], shoonya_14sK8HHOUL9LYO, 6515234]
[sidebar, [27.0, 713.0, 159.0, 18.0], shoonya_14sK8HHOUL9LYO, 6515234]
[paragraph, [405.0, 675.0, 90.0, 18.0], iXmv8gQlHf, 6515234]
[paragraph, [224.0, 724.0, 162.0, 18.0], YYA5XSu9mG, 6515234]
