[1320, 1176]
[folio, [104.0, 65.0, 143.0, 18.0], shoonya_0sTH99P7RXEYEA, 5694201]
[paragraph, [438.0, 587.0, 312.0, 18.0], 8dI0SG4XK2, 5694201]
[paragraph, [438.0, 605.0, 312.0, 18.0], 8dI0SG4XK2, 5694201]
[paragraph, [438.0, 623.0, 312.0, 18.0], 8dI0SG4XK2, 5694201]
[paragraph, [775.0, 657.0, 312.0, 18.0], GxyjNFolxo, 5694201]
[paragraph, [775.0, 675.0, 312.0, 18.0], GxyjNFolxo, 5694201]
[paragraph, [775.0, 693.0, 312.0, 18.0], GxyjNFolxo, 5694201]
[paragraph, [775.0, 711.0, 312.0, 18.0], GxyjNFolxo, 5694201]
[paragraph, [775.0, 729.0, 312.0, 18.0], GxyjNFolxo, 5694201]
[paragraph, [775.0, 747.0, 312.0, 18.0], GxyjNFolxo, 5694201]
[paragraph, [775.0, 765.0, 312.0, 18.0], GxyjNFolxo, 5694201]
[paragraph, [775.0, 783.0, 312.0, 18.0], GxyjNFolxo, 5694201]
[paragraph, [775.0, 801.0, 312.0, 18.0], GxyjNFolxo, 5694201]
[paragraph, [775.0, 819.0, 312.0, 18.0], GxyjNFolxo, 5694201]
[paragraph, [441.0, 685.0, 314.0, 18.0], AeIZtxua5S, 5694201]
[paragraph, [441.0, 703.0, 314.0, 18.0], AeIZtxua5S, 5694201]
[paragraph, [443.0, 769.0, 311.0, 18.0], gu9s_GATvw, 5694201]
[paragraph, [443.0, 787.0, 311.0, 18.0], gu9s_GATvw, 5694201]
[paragraph, [443.0, 805.0, 311.0, 18.0], gu9s_GATvw, 5694201]
[paragraph, [443.0, 823.0, 311.0, 18.0], gu9s_GATvw, 5694201]
[paragraph, [105.0, 1167.0, 315.0, 18.0], QhUbdfh052, 5694201]
[paragraph, [105.0, 1185.0, 315.0, 18.0], QhUbdfh052, 5694201]
[paragraph, [105.0, 1203.0, 315.0, 18.0], QhUbdfh052, 5694201]
