[1388, 886]
[folio, [38.0, 52.0, 130.0, 18.0], shoonya_2sWUS41HHK4RMF, 5742998]
[paragraph, [31.0, 983.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1001.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1019.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1037.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1055.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1073.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1091.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1109.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1127.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1145.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1163.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1181.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1199.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1217.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1235.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1253.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1271.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1289.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [31.0, 1307.0, 413.0, 18.0], mEUQMJJ_tW, 5742998]
[paragraph, [453.0, 609.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 627.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 645.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 663.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 681.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 699.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 717.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 735.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 753.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 771.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 789.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 807.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 825.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 843.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 861.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 879.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 897.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 915.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [453.0, 933.0, 403.0, 18.0], nAOoT-G9b6, 5742998]
[paragraph, [450.0, 973.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 991.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1009.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1027.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1045.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1063.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1081.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1099.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1117.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1135.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1153.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1171.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1189.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1207.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1225.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1243.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1261.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1279.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[paragraph, [450.0, 1297.0, 403.0, 18.0], shoonya_0sT62BAQ84YSIT, 5742998]
[footnote, [575.0, 1352.0, 253.0, 18.0], 3mATS3aF2K, 5742998]
