[1818, 1374]
[folio, [635.0, 193.0, 104.0, 36.0], shoonya_14s312N4EG4Z3U, 5683081]
[paragraph, [112.0, 1151.0, 560.0, 36.0], shoonya_1s3Z9TLEK8I088, 5683081]
[paragraph, [112.0, 1187.0, 560.0, 36.0], shoonya_1s3Z9TLEK8I088, 5683081]
[paragraph, [112.0, 1223.0, 560.0, 36.0], shoonya_1s3Z9TLEK8I088, 5683081]
[paragraph, [700.0, 1151.0, 560.0, 36.0], shoonya_2sNUZJCIOODENP, 5683081]
[paragraph, [700.0, 1187.0, 560.0, 36.0], shoonya_2sNUZJCIOODENP, 5683081]
[paragraph, [700.0, 1223.0, 560.0, 36.0], shoonya_2sNUZJCIOODENP, 5683081]
[paragraph, [700.0, 1259.0, 560.0, 36.0], shoonya_2sNUZJCIOODENP, 5683081]
[paragraph, [700.0, 1295.0, 560.0, 36.0], shoonya_2sNUZJCIOODENP, 5683081]
[paragraph, [700.0, 1331.0, 560.0, 36.0], shoonya_2sNUZJCIOODENP, 5683081]
[paragraph, [121.0, 1296.0, 562.0, 36.0], shoonya_12sI5YLK0KHVDG, 5683081]
[paragraph, [121.0, 1332.0, 562.0, 36.0], shoonya_12sI5YLK0KHVDG, 5683081]
[paragraph, [111.0, 1377.0, 565.0, 36.0], var2DyCCZw, 5683081]
[paragraph, [111.0, 1413.0, 565.0, 36.0], var2DyCCZw, 5683081]
[paragraph, [111.0, 1449.0, 565.0, 36.0], var2DyCCZw, 5683081]
[paragraph, [697.0, 1393.0, 568.0, 36.0], shoonya_5sEELDPI7TMSBQ, 5683081]
[paragraph, [697.0, 1429.0, 568.0, 36.0], shoonya_5sEELDPI7TMSBQ, 5683081]
[paragraph, [697.0, 1465.0, 568.0, 36.0], shoonya_5sEELDPI7TMSBQ, 5683081]
[paragraph, [693.0, 1557.0, 573.0, 36.0], shoonya_11s8KAAIV12VCO, 5683081]
[paragraph, [693.0, 1593.0, 573.0, 36.0], shoonya_11s8KAAIV12VCO, 5683081]
[paragraph, [693.0, 1629.0, 573.0, 36.0], shoonya_11s8KAAIV12VCO, 5683081]
[paragraph, [114.0, 1596.0, 564.0, 36.0], shoonya_15sG5ZS61BPY6L, 5683081]
[paragraph, [114.0, 1632.0, 564.0, 36.0], shoonya_15sG5ZS61BPY6L, 5683081]
[paragraph, [114.0, 1668.0, 564.0, 36.0], shoonya_15sG5ZS61BPY6L, 5683081]
[paragraph, [758.0, 1675.0, 510.0, 36.0], ks0Il3lxsZ, 5683081]
