[1300, 827]
[paragraph, [62.0, 75.0, 703.0, 18.0], shoonya_6sW1H1N8PJI1XY, 6471607]
[paragraph, [60.0, 770.0, 703.0, 18.0], shoonya_4sC2B564R0F8Z4, 6471607]
[paragraph, [60.0, 788.0, 703.0, 18.0], shoonya_4sC2B564R0F8Z4, 6471607]
[paragraph, [60.0, 806.0, 703.0, 18.0], shoonya_4sC2B564R0F8Z4, 6471607]
[paragraph, [60.0, 824.0, 703.0, 18.0], shoonya_4sC2B564R0F8Z4, 6471607]
[paragraph, [60.0, 842.0, 703.0, 18.0], shoonya_4sC2B564R0F8Z4, 6471607]
[paragraph, [62.0, 875.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 893.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 911.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 929.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 947.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 965.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 983.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 1001.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 1019.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 1037.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 1055.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 1073.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 1091.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 1109.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[paragraph, [62.0, 1127.0, 704.0, 18.0], shoonya_5sHBHQY1V5J39K, 6471607]
[website-link, [570.0, 1158.0, 189.0, 18.0], shoonya_2sLF5CE7G8XWNN, 6471607]
[folio, [125.0, 1218.0, 69.0, 18.0], shoonya_3sMTCLAKHFVCS2, 6471607]
