[1437, 878]
[headline, [63.0, 65.0, 204.0, 25.5], V1I6WbkuXM, 5770633]
[paragraph, [74.0, 596.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 614.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 632.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 650.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 668.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 686.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 704.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 722.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 740.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 758.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 776.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 794.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 812.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 830.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [74.0, 848.0, 362.0, 18.0], shoonya_0sAA3DCR7K4GCW, 5770633]
[paragraph, [441.0, 305.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 323.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 341.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 359.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 377.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 395.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 413.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 431.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 449.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 467.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 485.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 503.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 521.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 539.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 557.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 575.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [441.0, 593.0, 369.0, 18.0], AwAPK_o-H-, 5770633]
[paragraph, [442.0, 621.0, 303.0, 18.0], aPT-RIhR8q, 5770633]
[paragraph, [442.0, 639.0, 303.0, 18.0], aPT-RIhR8q, 5770633]
[paragraph, [442.0, 657.0, 303.0, 18.0], aPT-RIhR8q, 5770633]
[paragraph, [469.0, 683.0, 289.0, 18.0], qjU753GMkE, 5770633]
[paragraph, [469.0, 701.0, 289.0, 18.0], qjU753GMkE, 5770633]
[paragraph, [469.0, 719.0, 289.0, 18.0], qjU753GMkE, 5770633]
[paragraph, [459.0, 736.0, 301.0, 18.0], Xw9CMEC_2f, 5770633]
[paragraph, [459.0, 754.0, 301.0, 18.0], Xw9CMEC_2f, 5770633]
[paragraph, [459.0, 772.0, 301.0, 18.0], Xw9CMEC_2f, 5770633]
[paragraph, [462.0, 793.0, 303.0, 18.0], uGXdbxoa7c, 5770633]
[paragraph, [462.0, 811.0, 303.0, 18.0], uGXdbxoa7c, 5770633]
[paragraph, [462.0, 829.0, 303.0, 18.0], uGXdbxoa7c, 5770633]
[paragraph, [442.0, 848.0, 356.0, 18.0], cgChDWKJn8, 5770633]
[paragraph, [442.0, 866.0, 356.0, 18.0], cgChDWKJn8, 5770633]
[paragraph, [442.0, 884.0, 356.0, 18.0], cgChDWKJn8, 5770633]
[paragraph, [442.0, 902.0, 356.0, 18.0], cgChDWKJn8, 5770633]
[paragraph, [442.0, 920.0, 356.0, 18.0], cgChDWKJn8, 5770633]
[paragraph, [442.0, 938.0, 356.0, 18.0], cgChDWKJn8, 5770633]
[paragraph, [67.0, 863.0, 366.0, 18.0], y1UUfNXFNS, 5770633]
[paragraph, [67.0, 881.0, 366.0, 18.0], y1UUfNXFNS, 5770633]
[paragraph, [67.0, 899.0, 366.0, 18.0], y1UUfNXFNS, 5770633]
[paragraph, [67.0, 917.0, 366.0, 18.0], y1UUfNXFNS, 5770633]
[paragraph, [67.0, 935.0, 366.0, 18.0], y1UUfNXFNS, 5770633]
[paragraph, [96.0, 945.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 963.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 981.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 999.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 1017.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 1035.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 1053.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 1071.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 1089.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 1107.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 1125.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 1143.0, 308.0, 18.0], hihOD5w01u, 5770633]
[paragraph, [96.0, 1161.0, 308.0, 18.0], hihOD5w01u, 5770633]
[reference, [682.0, 959.0, 118.0, 18.0], RJlc3dcmhU, 5770633]
[paragraph, [436.0, 984.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1002.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1020.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1038.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1056.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1074.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1092.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1110.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1128.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1146.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1164.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [436.0, 1182.0, 371.0, 18.0], FZ8H9_EOR_, 5770633]
[paragraph, [72.0, 1176.0, 356.0, 18.0], LNlCrkYiKv, 5770633]
[paragraph, [72.0, 1194.0, 356.0, 18.0], LNlCrkYiKv, 5770633]
[paragraph, [72.0, 1212.0, 356.0, 18.0], LNlCrkYiKv, 5770633]
[paragraph, [433.0, 1210.0, 366.0, 18.0], 6VDrvQqWrp, 5770633]
[paragraph, [433.0, 1228.0, 366.0, 18.0], 6VDrvQqWrp, 5770633]
[paragraph, [433.0, 1246.0, 366.0, 18.0], 6VDrvQqWrp, 5770633]
[paragraph, [433.0, 1264.0, 366.0, 18.0], 6VDrvQqWrp, 5770633]
[paragraph, [433.0, 1282.0, 366.0, 18.0], 6VDrvQqWrp, 5770633]
[paragraph, [433.0, 1300.0, 366.0, 18.0], 6VDrvQqWrp, 5770633]
[paragraph, [433.0, 1318.0, 366.0, 18.0], 6VDrvQqWrp, 5770633]
[paragraph, [433.0, 1336.0, 366.0, 18.0], 6VDrvQqWrp, 5770633]
[paragraph, [68.0, 1236.0, 363.0, 18.0], XoynhIQuk-, 5770633]
[paragraph, [68.0, 1254.0, 363.0, 18.0], XoynhIQuk-, 5770633]
[paragraph, [68.0, 1272.0, 363.0, 18.0], XoynhIQuk-, 5770633]
[paragraph, [68.0, 1290.0, 363.0, 18.0], XoynhIQuk-, 5770633]
[paragraph, [68.0, 1308.0, 363.0, 18.0], XoynhIQuk-, 5770633]
[reference, [273.0, 1320.0, 151.0, 18.0], XcBPc-wDtP, 5770633]
[reference, [273.0, 1338.0, 151.0, 18.0], XcBPc-wDtP, 5770633]
