[1307, 936]
[chapter-title, [431.0, 67.0, 177.0, 30.0], shoonya_3sHK6O58YQZ46V, 5775865]
[paragraph, [209.0, 479.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 497.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 515.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 533.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 551.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 569.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 587.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 605.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 623.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 641.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 659.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 677.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 695.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 713.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 731.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 749.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 767.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 785.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 803.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 821.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 839.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 857.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 875.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 893.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 911.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 929.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 947.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 965.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 983.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 1001.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 1019.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 1037.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 1055.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 1073.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
[paragraph, [209.0, 1091.0, 636.0, 18.0], shoonya_0sMYEB6IJOLTB7, 5775865]
