[1225, 1650]
[paragraph, [555.0, 3.0, 499.0, 18.0], shoonya_3sDNPFXRPJ4MBO, 5726216]
[paragraph, [1128.0, 592.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 610.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 628.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 646.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 664.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 682.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 700.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 718.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 736.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 754.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 772.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 790.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 808.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 826.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 844.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 862.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 880.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 898.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 916.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 934.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 952.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 970.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 988.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[paragraph, [1128.0, 1006.0, 502.0, 18.0], shoonya_4sTAHHOHHPGEY2, 5726216]
[headline, [34.0, 164.0, 396.0, 25.5], toGoCENmX6, 5726216]
[headline, [34.0, 189.5, 396.0, 25.5], toGoCENmX6, 5726216]
[headline, [34.0, 215.0, 396.0, 25.5], toGoCENmX6, 5726216]
[paragraph, [0.0, 282.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 300.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 318.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 336.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 354.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 372.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 390.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 408.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 426.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 444.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 462.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 480.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 498.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 516.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 534.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 552.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 570.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 588.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 606.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 624.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 642.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 660.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 678.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 696.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[paragraph, [0.0, 714.0, 481.0, 18.0], shoonya_2s1DFFTL3DL4Y2, 5726216]
[section-title, [636.0, 299.0, 332.0, 30.0], DKr4adkR32, 5726216]
[paragraph, [555.0, 368.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 386.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 404.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 422.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 440.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 458.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 476.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 494.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 512.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 530.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 548.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 566.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 584.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 602.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 620.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 638.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 656.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 674.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 692.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 710.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 728.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 746.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 764.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 782.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 800.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 818.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 836.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 854.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 872.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 890.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 908.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 926.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 944.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 962.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 980.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 998.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1016.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1034.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1052.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1070.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1088.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1106.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1124.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1142.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1160.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1178.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[paragraph, [555.0, 1196.0, 502.0, 18.0], shoonya_0s1AJO86HSKPF3, 5726216]
[section-title, [26.0, 761.0, 412.0, 30.0], OjS1GRDJr3, 5726216]
[paragraph, [0.0, 830.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 848.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 866.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 884.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 902.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 920.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 938.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 956.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 974.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 992.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 1010.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 1028.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 1046.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 1064.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 1082.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 1100.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 1118.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 1136.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 1154.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[paragraph, [0.0, 1172.0, 482.0, 18.0], shoonya_1sXRKQUN4G08NE, 5726216]
[section-title, [1200.0, 1047.0, 352.0, 30.0], Pi81ZdSta0, 5726216]
[paragraph, [1132.0, 1113.0, 511.0, 18.0], 9wCGP3uVm-, 5726216]
[paragraph, [1132.0, 1131.0, 511.0, 18.0], 9wCGP3uVm-, 5726216]
[paragraph, [1132.0, 1149.0, 511.0, 18.0], 9wCGP3uVm-, 5726216]
[paragraph, [1132.0, 1167.0, 511.0, 18.0], 9wCGP3uVm-, 5726216]
