[1388, 886]
[folio, [370.0, 68.0, 135.0, 18.0], shoonya_6s9PGC6HI3U6MO, 5742142]
[paragraph, [32.0, 250.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 268.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 286.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 304.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 322.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 340.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 358.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 376.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 394.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 412.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 430.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 448.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 466.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 484.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 502.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 520.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 538.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 556.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 574.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 592.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 610.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 628.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 646.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 664.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 682.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 700.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 718.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 736.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 754.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 772.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [32.0, 790.0, 403.0, 18.0], shoonya_3sP0OVLD568UV6, 5742142]
[paragraph, [449.0, 640.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 658.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 676.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 694.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 712.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 730.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 748.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 766.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 784.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 802.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 820.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 838.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 856.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 874.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 892.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 910.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 928.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 946.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 964.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 982.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1000.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1018.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1036.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1054.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1072.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1090.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1108.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1126.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1144.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1162.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1180.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1198.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1216.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1234.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1252.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1270.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1288.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [449.0, 1306.0, 403.0, 18.0], shoonya_0sU59V37AD4NSH, 5742142]
[paragraph, [33.0, 820.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 838.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 856.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 874.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 892.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 910.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 928.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 946.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 964.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 982.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1000.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1018.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1036.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1054.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1072.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1090.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1108.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1126.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1144.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1162.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1180.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1198.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1216.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1234.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1252.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1270.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[paragraph, [33.0, 1288.0, 402.0, 18.0], shoonya_2s524RJ0KI6242, 5742142]
[footnote, [568.0, 1346.0, 271.0, 18.0], vazHQxfFDg, 5742142]
[footnote, [568.0, 1364.0, 271.0, 18.0], vazHQxfFDg, 5742142]
