[1359, 917]
[paragraph, [92.0, 29.0, 783.0, 18.0], shoonya_3sW0EIV0M1YCGL, 5660914]
[paragraph, [77.0, 939.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 957.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 975.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 993.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 1011.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 1029.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 1047.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 1065.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 1083.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 1101.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 1119.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 1137.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
[paragraph, [77.0, 1155.0, 411.0, 18.0], shoonya_5sX58BV2VF31YT, 5660914]
