[1362, 836]
[folio, [93.0, 71.0, 115.0, 18.0], XUk8Er7Nqh, 5782323]
[sub-ordered-list, [81.0, 946.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 964.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 982.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1000.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1018.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1036.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1054.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1072.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1090.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1108.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1126.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1144.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1162.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1180.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1198.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1216.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[sub-ordered-list, [81.0, 1234.0, 665.0, 18.0], m8XVVyWV_S, 5782323]
[subsub-ordered-list, [85.0, 994.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1012.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1030.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1048.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1066.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1084.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1102.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1120.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1138.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1156.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1174.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1192.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1210.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
[subsub-ordered-list, [85.0, 1228.0, 653.0, 18.0], shoonya_12sZULRGTKMQIH, 5782323]
