[1818, 1374]
[folio, [479.0, 105.0, 421.0, 36.0], shoonya_3sYQFPB3YDKEHC, 5683263]
[paragraph, [111.0, 1131.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1167.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1203.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1239.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1275.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1311.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1347.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1383.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1419.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1455.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1491.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1527.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1563.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1599.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1635.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [111.0, 1671.0, 568.0, 36.0], ApLw04kRco, 5683263]
[paragraph, [704.0, 1159.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1195.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1231.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1267.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1303.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1339.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1375.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1411.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1447.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1483.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1519.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1555.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1591.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1627.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
[paragraph, [704.0, 1663.0, 562.0, 36.0], shoonya_2s7BKXE39BLO02, 5683263]
