[1754, 1241]
[ordered-list, [134.0, 148.0, 1002.0, 36.0], vrYQjqAChn, 5708634]
[ordered-list, [108.0, 1379.0, 1096.0, 36.0], HxJ20RFhrg, 5708634]
[ordered-list, [108.0, 1415.0, 1096.0, 36.0], HxJ20RFhrg, 5708634]
[ordered-list, [108.0, 1451.0, 1096.0, 36.0], HxJ20RFhrg, 5708634]
[ordered-list, [108.0, 1487.0, 1096.0, 36.0], HxJ20RFhrg, 5708634]
[ordered-list, [108.0, 1523.0, 1096.0, 36.0], HxJ20RFhrg, 5708634]
[sub-ordered-list, [150.0, 488.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 524.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 560.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 596.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 632.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 668.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 704.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 740.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 776.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 812.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 848.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 884.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 920.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 956.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 992.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1028.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1064.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1100.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1136.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1172.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1208.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1244.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1280.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1316.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1352.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1388.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1424.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1460.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1496.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[sub-ordered-list, [150.0, 1532.0, 1008.0, 36.0], iI_hP5Doof, 5708634]
[unordered-list, [210.0, 542.0, 898.0, 36.0], 7pTgA-V5E9, 5708634]
[unordered-list, [200.0, 669.0, 902.0, 36.0], Nah_bj1Spe, 5708634]
[unordered-list, [200.0, 705.0, 902.0, 36.0], Nah_bj1Spe, 5708634]
[unordered-list, [200.0, 741.0, 902.0, 36.0], Nah_bj1Spe, 5708634]
[paragraph, [206.0, 837.0, 881.0, 36.0], WIXZV_E6WM, 5708634]
[subsub-ordered-list, [169.0, 963.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 981.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 999.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1017.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1035.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1053.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1071.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1089.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1107.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1125.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1143.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1161.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1179.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1197.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1215.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1233.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1251.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1269.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[subsub-ordered-list, [169.0, 1287.0, 921.0, 18.0], shoonya_0sAYJRNRP5XZ1L, 5708634]
[unordered-list, [206.0, 1364.0, 893.0, 36.0], tal3DL0ejL, 5708634]
[unordered-list, [206.0, 1400.0, 893.0, 36.0], tal3DL0ejL, 5708634]
[unordered-list, [210.0, 1493.0, 890.0, 36.0], GY9gYL5VRQ, 5708634]
