[1601, 1128]
[paragraph, [742.0, 164.0, 287.0, 36.0], shoonya_4sQGXIAA5MQEMK, 6472424]
[paragraph, [417.0, 759.0, 299.0, 36.0], shoonya_2sIT7RN1C52PXF, 6472424]
[paragraph, [417.0, 795.0, 299.0, 36.0], shoonya_2sIT7RN1C52PXF, 6472424]
[paragraph, [417.0, 831.0, 299.0, 36.0], shoonya_2sIT7RN1C52PXF, 6472424]
[paragraph, [417.0, 867.0, 299.0, 36.0], shoonya_2sIT7RN1C52PXF, 6472424]
[paragraph, [417.0, 903.0, 299.0, 36.0], shoonya_2sIT7RN1C52PXF, 6472424]
[paragraph, [417.0, 939.0, 299.0, 36.0], shoonya_2sIT7RN1C52PXF, 6472424]
[author, [760.0, 782.0, 268.0, 36.0], LFuAXSflYz, 6472424]
[author, [760.0, 818.0, 268.0, 36.0], LFuAXSflYz, 6472424]
[paragraph, [744.0, 875.0, 284.0, 36.0], yT9xKRI87O, 6472424]
[paragraph, [744.0, 911.0, 284.0, 36.0], yT9xKRI87O, 6472424]
[author, [771.0, 983.0, 265.0, 36.0], ocvAwhEfCU, 6472424]
[paragraph, [417.0, 1006.0, 299.0, 36.0], shoonya_15s4DI419FSLRH, 6472424]
[paragraph, [417.0, 1042.0, 299.0, 36.0], shoonya_15s4DI419FSLRH, 6472424]
[paragraph, [417.0, 1078.0, 299.0, 36.0], shoonya_15s4DI419FSLRH, 6472424]
[author, [201.0, 1045.0, 203.0, 36.0], shoonya_14s85T94C6ZGYC, 6472424]
[paragraph, [744.0, 1081.0, 284.0, 36.0], PmItMyEmH-, 6472424]
[paragraph, [744.0, 1117.0, 284.0, 36.0], PmItMyEmH-, 6472424]
[paragraph, [744.0, 1153.0, 284.0, 36.0], PmItMyEmH-, 6472424]
[paragraph, [112.0, 1115.0, 293.0, 36.0], shoonya_3sKOQLE85YUV4G, 6472424]
[paragraph, [112.0, 1151.0, 293.0, 36.0], shoonya_3sKOQLE85YUV4G, 6472424]
[paragraph, [112.0, 1187.0, 293.0, 36.0], shoonya_3sKOQLE85YUV4G, 6472424]
[paragraph, [112.0, 1223.0, 293.0, 36.0], shoonya_3sKOQLE85YUV4G, 6472424]
[paragraph, [112.0, 1259.0, 293.0, 36.0], shoonya_3sKOQLE85YUV4G, 6472424]
[paragraph, [112.0, 1295.0, 293.0, 36.0], shoonya_3sKOQLE85YUV4G, 6472424]
[paragraph, [112.0, 1331.0, 293.0, 36.0], shoonya_3sKOQLE85YUV4G, 6472424]
[author, [445.0, 1134.0, 269.0, 36.0], Lep4qut6ys, 6472424]
[author, [791.0, 1206.0, 242.0, 36.0], ge0LqncZTM, 6472424]
[paragraph, [410.0, 1253.0, 308.0, 36.0], shoonya_9s5VD613B38BRO, 6472424]
[paragraph, [410.0, 1289.0, 308.0, 36.0], shoonya_9s5VD613B38BRO, 6472424]
[paragraph, [410.0, 1325.0, 308.0, 36.0], shoonya_9s5VD613B38BRO, 6472424]
[paragraph, [741.0, 1280.0, 287.0, 36.0], pMsnvKpKQD, 6472424]
[paragraph, [741.0, 1316.0, 287.0, 36.0], pMsnvKpKQD, 6472424]
[author, [248.0, 1375.0, 153.0, 36.0], ZAqnfiKa_B, 6472424]
[author, [483.0, 1383.0, 232.0, 36.0], 5RygIqFDjg, 6472424]
