[1468, 909]
[headline, [318.0, 69.0, 269.0, 25.5], JPzQPtxwsn, 5770647]
[paragraph, [72.0, 767.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 785.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 803.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 821.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 839.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 857.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 875.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 893.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 911.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 929.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 947.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 965.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 983.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1001.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1019.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1037.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1055.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1073.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1091.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1109.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1127.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1145.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1163.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1181.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1199.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1217.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1235.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1253.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [72.0, 1271.0, 377.0, 18.0], brkfV25mlJ, 5770647]
[paragraph, [456.0, 141.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 159.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 177.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 195.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 213.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 231.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 249.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 267.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 285.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 303.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 321.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 339.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 357.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 375.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 393.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 411.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 429.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 447.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 465.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 483.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 501.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 519.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 537.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 555.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 573.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 591.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 609.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 627.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 645.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 663.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 681.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 699.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 717.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 735.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 753.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 771.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 789.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 807.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 825.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 843.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 861.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 879.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 897.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 915.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 933.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 951.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 969.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 987.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1005.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1023.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1041.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1059.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1077.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1095.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1113.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1131.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1149.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1167.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1185.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1203.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1221.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1239.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1257.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [456.0, 1275.0, 372.0, 18.0], nUrt_wl34k, 5770647]
[paragraph, [71.0, 1297.0, 385.0, 18.0], SkGIUovPnN, 5770647]
[paragraph, [71.0, 1315.0, 385.0, 18.0], SkGIUovPnN, 5770647]
[paragraph, [71.0, 1333.0, 385.0, 18.0], SkGIUovPnN, 5770647]
[paragraph, [71.0, 1351.0, 385.0, 18.0], SkGIUovPnN, 5770647]
[paragraph, [71.0, 1369.0, 385.0, 18.0], SkGIUovPnN, 5770647]
[paragraph, [452.0, 1299.0, 392.0, 18.0], 0vnwk3Jq3i, 5770647]
[paragraph, [452.0, 1317.0, 392.0, 18.0], 0vnwk3Jq3i, 5770647]
[paragraph, [452.0, 1335.0, 392.0, 18.0], 0vnwk3Jq3i, 5770647]
[paragraph, [452.0, 1353.0, 392.0, 18.0], 0vnwk3Jq3i, 5770647]
[paragraph, [452.0, 1371.0, 392.0, 18.0], 0vnwk3Jq3i, 5770647]
