[1372, 849]
[section-title, [346.0, 68.0, 146.0, 30.0], shoonya_2sELU0FJSNPHI7, 5710097]
[paragraph, [64.0, 540.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 558.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 576.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 594.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 612.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 630.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 648.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 666.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 684.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 702.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 720.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 738.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 756.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 774.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 792.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 810.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 828.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 846.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 864.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 882.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 900.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 918.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 936.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 954.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 972.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 990.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1008.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1026.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1044.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1062.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1080.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1098.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1116.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1134.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1152.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1170.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1188.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1206.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1224.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1242.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1260.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
[paragraph, [64.0, 1278.0, 719.0, 18.0], shoonya_1sQROWC2MH6E8G, 5710097]
