[1625, 1211]
[headline, [237.0, 106.0, 714.0, 37.5], shoonya_1sI4SWS91504BG, 5742162]
[paragraph, [786.0, 1080.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [786.0, 1116.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [786.0, 1152.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [786.0, 1188.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [786.0, 1224.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [786.0, 1260.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [786.0, 1296.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [786.0, 1332.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [786.0, 1368.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [786.0, 1404.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [786.0, 1440.0, 357.0, 36.0], HvXLcLipH_, 5742162]
[paragraph, [51.0, 291.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 327.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 363.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 399.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 435.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 471.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 507.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 543.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 579.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 615.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 651.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 687.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 723.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 759.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 795.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 831.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [51.0, 867.0, 362.0, 36.0], NaP-zAVDhx, 5742162]
[paragraph, [53.0, 912.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 948.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 984.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1020.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1056.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1092.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1128.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1164.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1200.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1236.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1272.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1308.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1344.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1380.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[paragraph, [53.0, 1416.0, 363.0, 36.0], 6JRtrt4ZIG, 5742162]
[folio, [428.0, 1470.0, 109.0, 36.0], kpsjjwlFtB, 5742162]
[footnote, [747.0, 1574.0, 386.0, 36.0], bFQR0NhyNZ, 5742162]
