[2180, 1672]
[paragraph, [58.0, 161.0, 754.0, 36.0], shoonya_4sJFA108TPOAYC, 5654474]
[paragraph, [70.0, 751.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 787.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 823.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 859.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 895.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 931.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 967.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1003.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1039.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1075.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1111.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1147.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1183.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1219.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1255.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1291.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1327.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1363.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1399.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1435.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1471.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1507.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1543.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1579.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1615.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [70.0, 1651.0, 773.0, 36.0], shoonya_3sKREKSDWCITJY, 5654474]
[paragraph, [845.0, 757.0, 772.0, 36.0], shoonya_2sNNNYDBM0LY9P, 5654474]
[paragraph, [845.0, 793.0, 772.0, 36.0], shoonya_2sNNNYDBM0LY9P, 5654474]
[paragraph, [845.0, 829.0, 772.0, 36.0], shoonya_2sNNNYDBM0LY9P, 5654474]
[paragraph, [845.0, 865.0, 772.0, 36.0], shoonya_2sNNNYDBM0LY9P, 5654474]
[paragraph, [845.0, 901.0, 772.0, 36.0], shoonya_2sNNNYDBM0LY9P, 5654474]
[paragraph, [845.0, 937.0, 772.0, 36.0], shoonya_2sNNNYDBM0LY9P, 5654474]
[paragraph, [845.0, 973.0, 772.0, 36.0], shoonya_2sNNNYDBM0LY9P, 5654474]
[paragraph, [845.0, 1009.0, 772.0, 36.0], shoonya_2sNNNYDBM0LY9P, 5654474]
[paragraph, [845.0, 1045.0, 772.0, 36.0], shoonya_2sNNNYDBM0LY9P, 5654474]
[paragraph, [845.0, 1081.0, 772.0, 36.0], shoonya_2sNNNYDBM0LY9P, 5654474]
[paragraph, [860.0, 1193.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1229.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1265.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1301.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1337.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1373.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1409.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1445.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1481.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1517.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1553.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1589.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [860.0, 1625.0, 763.0, 36.0], shoonya_0sF8PW6VZPPZ87, 5654474]
[paragraph, [857.0, 1700.0, 757.0, 36.0], shoonya_5sM611QB3YJL6V, 5654474]
[paragraph, [857.0, 1736.0, 757.0, 36.0], shoonya_5sM611QB3YJL6V, 5654474]
[paragraph, [857.0, 1772.0, 757.0, 36.0], shoonya_5sM611QB3YJL6V, 5654474]
[paragraph, [857.0, 1808.0, 757.0, 36.0], shoonya_5sM611QB3YJL6V, 5654474]
[paragraph, [857.0, 1844.0, 757.0, 36.0], shoonya_5sM611QB3YJL6V, 5654474]
[paragraph, [100.0, 1722.0, 753.0, 36.0], shoonya_6s9MFON08TLY3L, 5654474]
[paragraph, [100.0, 1758.0, 753.0, 36.0], shoonya_6s9MFON08TLY3L, 5654474]
[paragraph, [100.0, 1794.0, 753.0, 36.0], shoonya_6s9MFON08TLY3L, 5654474]
[paragraph, [100.0, 1830.0, 753.0, 36.0], shoonya_6s9MFON08TLY3L, 5654474]
[paragraph, [100.0, 1866.0, 753.0, 36.0], shoonya_6s9MFON08TLY3L, 5654474]
[paragraph, [100.0, 1902.0, 753.0, 36.0], shoonya_6s9MFON08TLY3L, 5654474]
[paragraph, [100.0, 1938.0, 753.0, 36.0], shoonya_6s9MFON08TLY3L, 5654474]
[paragraph, [100.0, 1974.0, 753.0, 36.0], shoonya_6s9MFON08TLY3L, 5654474]
[paragraph, [100.0, 2010.0, 753.0, 36.0], shoonya_6s9MFON08TLY3L, 5654474]
[paragraph, [100.0, 2046.0, 753.0, 36.0], shoonya_6s9MFON08TLY3L, 5654474]
[paragraph, [874.0, 1922.0, 734.0, 36.0], shoonya_8s7CLUCAAV0MS2, 5654474]
[paragraph, [874.0, 1958.0, 734.0, 36.0], shoonya_8s7CLUCAAV0MS2, 5654474]
[paragraph, [874.0, 1994.0, 734.0, 36.0], shoonya_8s7CLUCAAV0MS2, 5654474]
[folio, [730.0, 2058.0, 300.0, 36.0], TpmuN4bV6q, 5654474]
[footnote, [461.0, 2131.0, 757.0, 36.0], shoonya_13s0219MUWPZ8L, 5654474]
