[1263, 852]
[paragraph, [41.0, 22.0, 775.0, 18.0], shoonya_1sYID6Q6FBRC9C, 5751141]
[paragraph, [41.0, 580.0, 775.0, 18.0], shoonya_1sYID6Q6FBRC9C, 5751141]
[paragraph, [41.0, 598.0, 775.0, 18.0], shoonya_1sYID6Q6FBRC9C, 5751141]
[paragraph, [41.0, 616.0, 775.0, 18.0], shoonya_1sYID6Q6FBRC9C, 5751141]
[paragraph, [41.0, 634.0, 775.0, 18.0], shoonya_1sYID6Q6FBRC9C, 5751141]
[paragraph, [41.0, 652.0, 775.0, 18.0], shoonya_1sYID6Q6FBRC9C, 5751141]
[paragraph, [41.0, 670.0, 775.0, 18.0], shoonya_1sYID6Q6FBRC9C, 5751141]
[paragraph, [41.0, 688.0, 775.0, 18.0], shoonya_1sYID6Q6FBRC9C, 5751141]
[paragraph, [41.0, 706.0, 775.0, 18.0], shoonya_1sYID6Q6FBRC9C, 5751141]
[paragraph, [43.0, 735.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 753.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 771.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 789.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 807.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 825.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 843.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 861.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 879.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 897.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 915.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 933.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 951.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 969.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [43.0, 987.0, 769.0, 18.0], shoonya_0sLG5CPU774NR8, 5751141]
[paragraph, [42.0, 1009.0, 771.0, 18.0], shoonya_2s1RXRGHGXLHX2, 5751141]
[paragraph, [42.0, 1027.0, 771.0, 18.0], shoonya_2s1RXRGHGXLHX2, 5751141]
[paragraph, [42.0, 1045.0, 771.0, 18.0], shoonya_2s1RXRGHGXLHX2, 5751141]
[paragraph, [42.0, 1063.0, 771.0, 18.0], shoonya_2s1RXRGHGXLHX2, 5751141]
[paragraph, [42.0, 1081.0, 771.0, 18.0], shoonya_2s1RXRGHGXLHX2, 5751141]
[paragraph, [42.0, 1099.0, 771.0, 18.0], shoonya_2s1RXRGHGXLHX2, 5751141]
[paragraph, [42.0, 1117.0, 771.0, 18.0], shoonya_2s1RXRGHGXLHX2, 5751141]
[paragraph, [42.0, 1135.0, 771.0, 18.0], shoonya_2s1RXRGHGXLHX2, 5751141]
[paragraph, [42.0, 1153.0, 771.0, 18.0], shoonya_2s1RXRGHGXLHX2, 5751141]
[paragraph, [42.0, 1171.0, 771.0, 18.0], shoonya_2s1RXRGHGXLHX2, 5751141]
