[1565, 1152]
[section-title, [114.0, 633.0, 880.0, 49.5], shoonya_6sF0KQXJ7U92S4, 5712600]
[paragraph, [113.0, 1045.0, 295.0, 36.0], shoonya_4sM3FLEQ0R8AH2, 5712600]
[paragraph, [733.0, 956.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 992.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1028.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1064.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1100.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1136.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1172.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1208.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1244.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1280.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1316.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1352.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [733.0, 1388.0, 304.0, 36.0], shoonya_9sU57W47OC9LFB, 5712600]
[paragraph, [420.0, 1050.0, 304.0, 36.0], shoonya_10sG1FOAKOHX0U, 5712600]
[paragraph, [420.0, 1086.0, 304.0, 36.0], shoonya_10sG1FOAKOHX0U, 5712600]
[paragraph, [420.0, 1122.0, 304.0, 36.0], shoonya_10sG1FOAKOHX0U, 5712600]
[paragraph, [420.0, 1158.0, 304.0, 36.0], shoonya_10sG1FOAKOHX0U, 5712600]
[paragraph, [420.0, 1194.0, 304.0, 36.0], shoonya_10sG1FOAKOHX0U, 5712600]
[paragraph, [420.0, 1230.0, 304.0, 36.0], shoonya_10sG1FOAKOHX0U, 5712600]
[paragraph, [420.0, 1266.0, 304.0, 36.0], shoonya_10sG1FOAKOHX0U, 5712600]
[paragraph, [420.0, 1302.0, 304.0, 36.0], shoonya_10sG1FOAKOHX0U, 5712600]
[paragraph, [420.0, 1338.0, 304.0, 36.0], shoonya_10sG1FOAKOHX0U, 5712600]
[paragraph, [420.0, 1374.0, 304.0, 36.0], shoonya_10sG1FOAKOHX0U, 5712600]
[paragraph, [106.0, 1085.0, 302.0, 36.0], shoonya_11s4579CCIMDAF, 5712600]
[paragraph, [106.0, 1121.0, 302.0, 36.0], shoonya_11s4579CCIMDAF, 5712600]
[paragraph, [106.0, 1157.0, 302.0, 36.0], shoonya_11s4579CCIMDAF, 5712600]
[paragraph, [106.0, 1193.0, 302.0, 36.0], shoonya_11s4579CCIMDAF, 5712600]
[paragraph, [106.0, 1229.0, 302.0, 36.0], shoonya_11s4579CCIMDAF, 5712600]
[paragraph, [106.0, 1265.0, 302.0, 36.0], shoonya_11s4579CCIMDAF, 5712600]
[paragraph, [106.0, 1301.0, 302.0, 36.0], shoonya_11s4579CCIMDAF, 5712600]
[paragraph, [106.0, 1337.0, 302.0, 36.0], shoonya_11s4579CCIMDAF, 5712600]
[paragraph, [106.0, 1373.0, 302.0, 36.0], shoonya_11s4579CCIMDAF, 5712600]
[folio, [884.0, 1447.0, 162.0, 36.0], Iy_j5TYGRC, 5712600]
