[1818, 1374]
[folio, [642.0, 101.0, 85.0, 36.0], shoonya_0sRZHQFMY5TOQH, 5682940]
[paragraph, [693.0, 1577.0, 578.0, 36.0], wxw5PMvBWO, 5682940]
[paragraph, [693.0, 1613.0, 578.0, 36.0], wxw5PMvBWO, 5682940]
[paragraph, [693.0, 1649.0, 578.0, 36.0], wxw5PMvBWO, 5682940]
[paragraph, [693.0, 1685.0, 578.0, 36.0], wxw5PMvBWO, 5682940]
[paragraph, [106.0, 177.0, 233.0, 36.0], l20Y8mJO8Q, 5682940]
[paragraph, [150.0, 220.0, 393.0, 36.0], z3dGOEU2O-, 5682940]
[paragraph, [103.0, 265.0, 565.0, 36.0], GnkigaivlB, 5682940]
[paragraph, [103.0, 301.0, 565.0, 36.0], GnkigaivlB, 5682940]
[paragraph, [102.0, 347.0, 572.0, 36.0], yM84wgbjNX, 5682940]
[paragraph, [102.0, 383.0, 572.0, 36.0], yM84wgbjNX, 5682940]
[paragraph, [102.0, 436.0, 574.0, 36.0], Pi6mtxEI6e, 5682940]
[paragraph, [102.0, 472.0, 574.0, 36.0], Pi6mtxEI6e, 5682940]
[paragraph, [102.0, 508.0, 574.0, 36.0], Pi6mtxEI6e, 5682940]
[paragraph, [102.0, 544.0, 574.0, 36.0], Pi6mtxEI6e, 5682940]
[paragraph, [102.0, 580.0, 574.0, 36.0], Pi6mtxEI6e, 5682940]
[paragraph, [102.0, 616.0, 574.0, 36.0], Pi6mtxEI6e, 5682940]
[paragraph, [102.0, 652.0, 574.0, 36.0], Pi6mtxEI6e, 5682940]
[paragraph, [101.0, 692.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 728.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 764.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 800.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 836.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 872.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 908.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 944.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 980.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1016.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1052.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1088.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1124.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1160.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1196.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1232.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1268.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1304.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1340.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1376.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1412.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1448.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1484.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1520.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1556.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1592.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1628.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
[paragraph, [101.0, 1664.0, 574.0, 36.0], HOsRM7F0dH, 5682940]
