[872, 605]
[section-title, [258.0, 28.0, 89.0, 30.0], HCdAz51di8, 6457556]
[paragraph, [38.0, 682.0, 262.0, 18.0], TQ7LaPT3Qa, 6457556]
[paragraph, [38.0, 700.0, 262.0, 18.0], TQ7LaPT3Qa, 6457556]
[reference, [302.0, 577.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 595.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 613.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 631.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 649.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 667.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 685.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 703.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 721.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 739.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 757.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 775.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [302.0, 793.0, 265.0, 18.0], f-XvN9urZn, 6457556]
[reference, [35.0, 733.0, 266.0, 18.0], HQwo7IAu7O, 6457556]
[reference, [35.0, 751.0, 266.0, 18.0], HQwo7IAu7O, 6457556]
[reference, [35.0, 769.0, 266.0, 18.0], HQwo7IAu7O, 6457556]
[reference, [35.0, 787.0, 266.0, 18.0], HQwo7IAu7O, 6457556]
[reference, [35.0, 805.0, 266.0, 18.0], HQwo7IAu7O, 6457556]
