[1275, 750]
[folio, [250.0, 88.0, 239.0, 18.0], 3NXInhCnoy, 5767393]
[paragraph, [52.0, 654.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 672.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 690.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 708.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 726.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 744.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 762.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 780.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 798.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 816.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 834.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 852.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 870.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 888.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 906.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 924.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 942.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 960.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 978.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 996.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 1014.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 1032.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 1050.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 1068.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 1086.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 1104.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 1122.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 1140.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
[paragraph, [52.0, 1158.0, 646.0, 18.0], shoonya_0sTJ375SP93G5D, 5767393]
