[1388, 886]
[folio, [641.0, 65.0, 195.0, 18.0], SL3WwkbOHd, 5742784]
[paragraph, [31.0, 391.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 409.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 427.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 445.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 463.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 481.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 499.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 517.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 535.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 553.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 571.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 589.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 607.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 625.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 643.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 661.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 679.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 697.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 715.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 733.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [31.0, 751.0, 399.0, 18.0], EtE_Di_K0h, 5742784]
[paragraph, [454.0, 500.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 518.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 536.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 554.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 572.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 590.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 608.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 626.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 644.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 662.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 680.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 698.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 716.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 734.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 752.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [454.0, 770.0, 397.0, 18.0], VLBwWRZ2AL, 5742784]
[paragraph, [43.0, 778.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 796.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 814.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 832.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 850.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 868.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 886.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 904.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 922.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 940.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 958.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 976.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 994.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 1012.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 1030.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 1048.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 1066.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 1084.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [43.0, 1102.0, 398.0, 18.0], NI-rwS-E2L, 5742784]
[paragraph, [498.0, 808.0, 313.0, 18.0], aGJiuw8CpX, 5742784]
[paragraph, [498.0, 826.0, 313.0, 18.0], aGJiuw8CpX, 5742784]
[paragraph, [498.0, 844.0, 313.0, 18.0], aGJiuw8CpX, 5742784]
[paragraph, [498.0, 862.0, 313.0, 18.0], aGJiuw8CpX, 5742784]
[paragraph, [498.0, 880.0, 313.0, 18.0], aGJiuw8CpX, 5742784]
[paragraph, [498.0, 898.0, 313.0, 18.0], aGJiuw8CpX, 5742784]
[paragraph, [744.0, 934.0, 105.0, 18.0], bDxWZxbfww, 5742784]
[paragraph, [465.0, 963.0, 388.0, 18.0], e36RRqFQba, 5742784]
[paragraph, [465.0, 981.0, 388.0, 18.0], e36RRqFQba, 5742784]
[paragraph, [465.0, 999.0, 388.0, 18.0], e36RRqFQba, 5742784]
[paragraph, [465.0, 1017.0, 388.0, 18.0], e36RRqFQba, 5742784]
[paragraph, [465.0, 1035.0, 388.0, 18.0], e36RRqFQba, 5742784]
[paragraph, [465.0, 1053.0, 388.0, 18.0], e36RRqFQba, 5742784]
[paragraph, [465.0, 1071.0, 388.0, 18.0], e36RRqFQba, 5742784]
[paragraph, [465.0, 1089.0, 388.0, 18.0], e36RRqFQba, 5742784]
[paragraph, [465.0, 1107.0, 388.0, 18.0], e36RRqFQba, 5742784]
[paragraph, [52.0, 1133.0, 395.0, 18.0], wV6tS4oQTH, 5742784]
[paragraph, [52.0, 1151.0, 395.0, 18.0], wV6tS4oQTH, 5742784]
[paragraph, [52.0, 1169.0, 395.0, 18.0], wV6tS4oQTH, 5742784]
[paragraph, [52.0, 1187.0, 395.0, 18.0], wV6tS4oQTH, 5742784]
[paragraph, [52.0, 1205.0, 395.0, 18.0], wV6tS4oQTH, 5742784]
[paragraph, [52.0, 1223.0, 395.0, 18.0], wV6tS4oQTH, 5742784]
[paragraph, [52.0, 1241.0, 395.0, 18.0], wV6tS4oQTH, 5742784]
[paragraph, [52.0, 1259.0, 395.0, 18.0], wV6tS4oQTH, 5742784]
[paragraph, [52.0, 1277.0, 395.0, 18.0], wV6tS4oQTH, 5742784]
[paragraph, [468.0, 1140.0, 388.0, 18.0], qpCZW5B5vE, 5742784]
[paragraph, [468.0, 1158.0, 388.0, 18.0], qpCZW5B5vE, 5742784]
[paragraph, [468.0, 1176.0, 388.0, 18.0], qpCZW5B5vE, 5742784]
[paragraph, [468.0, 1194.0, 388.0, 18.0], qpCZW5B5vE, 5742784]
[paragraph, [468.0, 1212.0, 388.0, 18.0], qpCZW5B5vE, 5742784]
[paragraph, [520.0, 1244.0, 340.0, 18.0], 9qVwj3VSm8, 5742784]
[paragraph, [520.0, 1262.0, 340.0, 18.0], 9qVwj3VSm8, 5742784]
[paragraph, [520.0, 1280.0, 340.0, 18.0], 9qVwj3VSm8, 5742784]
[footnote, [574.0, 1354.0, 257.0, 18.0], nlFj_ymp2S, 5742784]
