[1518, 1075]
[folio, [450.0, 111.0, 75.0, 36.0], b21LvMby5i, 5722765]
[paragraph, [87.0, 1163.0, 435.0, 36.0], shoonya_5sY08OCTZP4YJP, 5722765]
[paragraph, [87.0, 1199.0, 435.0, 36.0], shoonya_5sY08OCTZP4YJP, 5722765]
[paragraph, [87.0, 1235.0, 435.0, 36.0], shoonya_5sY08OCTZP4YJP, 5722765]
[paragraph, [87.0, 1271.0, 435.0, 36.0], shoonya_5sY08OCTZP4YJP, 5722765]
[paragraph, [535.0, 367.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 403.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 439.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 475.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 511.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 547.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 583.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 619.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 655.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 691.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 727.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 763.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 799.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 835.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [535.0, 871.0, 426.0, 36.0], shoonya_0sGTACM8XWWL23, 5722765]
[paragraph, [534.0, 931.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[paragraph, [534.0, 967.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[paragraph, [534.0, 1003.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[paragraph, [534.0, 1039.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[paragraph, [534.0, 1075.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[paragraph, [534.0, 1111.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[paragraph, [534.0, 1147.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[paragraph, [534.0, 1183.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[paragraph, [534.0, 1219.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[paragraph, [534.0, 1255.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[paragraph, [534.0, 1291.0, 428.0, 36.0], shoonya_1s7S5U8O93ODSO, 5722765]
[folio, [603.0, 1386.0, 277.0, 36.0], shoonya_6sP50ZE1EV1XGO, 5722765]
