[2339, 1653]
[folio, [202.0, 369.0, 165.0, 36.0], zJl5ta-wQK, 5735919]
[paragraph, [836.0, 1703.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[paragraph, [836.0, 1739.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[paragraph, [836.0, 1775.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[paragraph, [836.0, 1811.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[paragraph, [836.0, 1847.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[paragraph, [836.0, 1883.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[paragraph, [836.0, 1919.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[paragraph, [836.0, 1955.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[paragraph, [836.0, 1991.0, 613.0, 36.0], shoonya_5s5V57YW185K2X, 5735919]
[folio, [205.0, 2082.0, 239.0, 36.0], shoonya_9sT5CU34XVRR6G, 5735919]
