[2339, 1653]
[paragraph, [324.0, 162.0, 1135.0, 36.0], shoonya_1s28S22TI5RY6W, 5733892]
[paragraph, [332.0, 1226.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1262.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1298.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1334.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1370.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1406.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1442.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1478.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1514.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1550.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1586.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1622.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1658.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1694.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [332.0, 1730.0, 1132.0, 36.0], shoonya_2sECTY3A2AQ4P0, 5733892]
[paragraph, [324.0, 1776.0, 1138.0, 36.0], shoonya_0sF93FFWKTKHF1, 5733892]
[paragraph, [324.0, 1812.0, 1138.0, 36.0], shoonya_0sF93FFWKTKHF1, 5733892]
[paragraph, [324.0, 1848.0, 1138.0, 36.0], shoonya_0sF93FFWKTKHF1, 5733892]
[paragraph, [324.0, 1884.0, 1138.0, 36.0], shoonya_0sF93FFWKTKHF1, 5733892]
[paragraph, [324.0, 1920.0, 1138.0, 36.0], shoonya_0sF93FFWKTKHF1, 5733892]
[paragraph, [324.0, 1956.0, 1138.0, 36.0], shoonya_0sF93FFWKTKHF1, 5733892]
[paragraph, [324.0, 1992.0, 1138.0, 36.0], shoonya_0sF93FFWKTKHF1, 5733892]
[paragraph, [324.0, 2028.0, 1138.0, 36.0], shoonya_0sF93FFWKTKHF1, 5733892]
[paragraph, [324.0, 2064.0, 1138.0, 36.0], shoonya_0sF93FFWKTKHF1, 5733892]
[folio, [1269.0, 2147.0, 140.0, 36.0], 4XHz_M8FOv, 5733892]
