[5478, 3644]
[folio, [2231.0, 464.0, 883.0, 52.5], KYFBUIxlQ_, 5709872]
[paragraph, [488.0, 2192.5, 2651.0, 52.5], wgTF3HLOtC, 5709872]
[paragraph, [488.0, 2245.0, 2651.0, 52.5], wgTF3HLOtC, 5709872]
[paragraph, [488.0, 2297.5, 2651.0, 52.5], wgTF3HLOtC, 5709872]
[paragraph, [677.0, 2367.0, 1518.0, 52.5], NprgoR8PTD, 5709872]
[paragraph, [677.0, 2419.5, 1518.0, 52.5], NprgoR8PTD, 5709872]
[quote, [694.0, 2497.0, 992.0, 52.5], 7AUzV0UgFW, 5709872]
[quote, [694.0, 2549.5, 992.0, 52.5], 7AUzV0UgFW, 5709872]
[quote, [699.0, 2622.0, 558.0, 52.5], b7WDBVd7-L, 5709872]
[quote, [699.0, 2674.5, 558.0, 52.5], b7WDBVd7-L, 5709872]
[quote, [520.0, 2747.0, 2657.0, 52.5], Kpg5Zw5adj, 5709872]
[quote, [520.0, 2799.5, 2657.0, 52.5], Kpg5Zw5adj, 5709872]
[quote, [520.0, 2852.0, 2657.0, 52.5], Kpg5Zw5adj, 5709872]
[quote, [520.0, 2904.5, 2657.0, 52.5], Kpg5Zw5adj, 5709872]
[quote, [520.0, 2957.0, 2657.0, 52.5], Kpg5Zw5adj, 5709872]
[paragraph, [488.0, 3007.0, 2619.0, 52.5], jXHMcMMvTP, 5709872]
[paragraph, [488.0, 3059.5, 2619.0, 52.5], jXHMcMMvTP, 5709872]
[paragraph, [488.0, 3112.0, 2619.0, 52.5], jXHMcMMvTP, 5709872]
[paragraph, [488.0, 3164.5, 2619.0, 52.5], jXHMcMMvTP, 5709872]
[paragraph, [488.0, 3217.0, 2619.0, 52.5], jXHMcMMvTP, 5709872]
[paragraph, [488.0, 3269.5, 2619.0, 52.5], jXHMcMMvTP, 5709872]
[paragraph, [488.0, 3322.0, 2619.0, 52.5], jXHMcMMvTP, 5709872]
[paragraph, [488.0, 3374.5, 2619.0, 52.5], jXHMcMMvTP, 5709872]
[paragraph, [488.0, 3427.0, 2619.0, 52.5], jXHMcMMvTP, 5709872]
[paragraph, [488.0, 3479.5, 2619.0, 52.5], jXHMcMMvTP, 5709872]
[paragraph, [477.0, 3532.0, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 3584.5, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 3637.0, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 3689.5, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 3742.0, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 3794.5, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 3847.0, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 3899.5, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 3952.0, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 4004.5, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 4057.0, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [477.0, 4109.5, 2651.0, 52.5], LuOTz8KV5x, 5709872]
[paragraph, [493.0, 4177.0, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4229.5, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4282.0, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4334.5, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4387.0, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4439.5, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4492.0, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4544.5, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4597.0, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4649.5, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4702.0, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4754.5, 2646.0, 52.5], FjH4VDbSIL, 5709872]
[paragraph, [493.0, 4807.0, 2646.0, 52.5], FjH4VDbSIL, 5709872]
