[6000, 4167]
[folio, [1145.0, 614.0, 1817.0, 52.5], fTltcFAUjp, 5721635]
[paragraph, [531.0, 2950.5, 3139.0, 52.5], shoonya_0sXMOSVSA3VFGS, 5721635]
[paragraph, [531.0, 3003.0, 3139.0, 52.5], shoonya_0sXMOSVSA3VFGS, 5721635]
[paragraph, [531.0, 3055.5, 3139.0, 52.5], shoonya_0sXMOSVSA3VFGS, 5721635]
[paragraph, [531.0, 3108.0, 3139.0, 52.5], shoonya_0sXMOSVSA3VFGS, 5721635]
[paragraph, [531.0, 3160.5, 3139.0, 52.5], shoonya_0sXMOSVSA3VFGS, 5721635]
[paragraph, [531.0, 3213.0, 3139.0, 52.5], shoonya_0sXMOSVSA3VFGS, 5721635]
[paragraph, [531.0, 3265.5, 3139.0, 52.5], shoonya_0sXMOSVSA3VFGS, 5721635]
[paragraph, [531.0, 3318.0, 3139.0, 52.5], shoonya_0sXMOSVSA3VFGS, 5721635]
[paragraph, [531.0, 3370.5, 3139.0, 52.5], shoonya_0sXMOSVSA3VFGS, 5721635]
[paragraph, [531.0, 3423.0, 3139.0, 52.5], shoonya_0sXMOSVSA3VFGS, 5721635]
[paragraph, [531.0, 3572.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 3624.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 3677.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 3729.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 3782.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 3834.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 3887.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 3939.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 3992.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4044.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4097.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4149.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4202.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4254.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4307.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4359.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4412.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4464.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4517.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4569.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4622.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4674.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4727.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4779.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4832.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4884.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4937.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 4989.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 5042.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 5094.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 5147.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 5199.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 5252.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 5304.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 5357.0, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
[paragraph, [531.0, 5409.5, 3125.0, 52.5], JUDad6ZZ4H, 5721635]
