[1240, 873]
[chapter-title, [253.0, 52.0, 264.0, 30.0], shoonya_4s1QIB9KZLTKN9, 5776733]
[paragraph, [75.0, 899.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
[paragraph, [75.0, 917.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
[paragraph, [75.0, 935.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
[paragraph, [75.0, 953.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
[paragraph, [75.0, 971.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
[paragraph, [75.0, 989.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
[paragraph, [75.0, 1007.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
[paragraph, [75.0, 1025.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
[paragraph, [75.0, 1043.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
[paragraph, [75.0, 1061.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
[paragraph, [75.0, 1079.0, 631.0, 18.0], shoonya_2sJXZFBYQ83UMU, 5776733]
