[1240, 1755]
[sidebar, [673.0, 142.0, 118.0, 18.0], KlrE-7LulY, 5729132]
[second-level-question, [1020.0, 667.0, 614.0, 18.0], 5nPtVzrnZv, 5729132]
[second-level-question, [1020.0, 685.0, 614.0, 18.0], 5nPtVzrnZv, 5729132]
[second-level-question, [1020.0, 703.0, 614.0, 18.0], 5nPtVzrnZv, 5729132]
[second-level-question, [1020.0, 721.0, 614.0, 18.0], 5nPtVzrnZv, 5729132]
[second-level-question, [1017.0, 750.0, 620.0, 18.0], -8otNITP58, 5729132]
[second-level-question, [1017.0, 768.0, 620.0, 18.0], -8otNITP58, 5729132]
[second-level-question, [1017.0, 786.0, 620.0, 18.0], -8otNITP58, 5729132]
[second-level-question, [1017.0, 804.0, 620.0, 18.0], -8otNITP58, 5729132]
[second-level-question, [1017.0, 822.0, 620.0, 18.0], -8otNITP58, 5729132]
[second-level-question, [1017.0, 840.0, 620.0, 18.0], -8otNITP58, 5729132]
[second-level-question, [1017.0, 858.0, 620.0, 18.0], -8otNITP58, 5729132]
[second-level-question, [171.0, 770.0, 616.0, 18.0], i6hDqaxEMF, 5729132]
[second-level-question, [171.0, 788.0, 616.0, 18.0], i6hDqaxEMF, 5729132]
[second-level-question, [171.0, 806.0, 616.0, 18.0], i6hDqaxEMF, 5729132]
[second-level-question, [171.0, 824.0, 616.0, 18.0], i6hDqaxEMF, 5729132]
[second-level-question, [171.0, 842.0, 616.0, 18.0], i6hDqaxEMF, 5729132]
[second-level-question, [171.0, 860.0, 616.0, 18.0], i6hDqaxEMF, 5729132]
[second-level-question, [171.0, 878.0, 616.0, 18.0], i6hDqaxEMF, 5729132]
[second-level-question, [1004.0, 891.0, 636.0, 18.0], 0HttBBrO5Q, 5729132]
[second-level-question, [1004.0, 909.0, 636.0, 18.0], 0HttBBrO5Q, 5729132]
[second-level-question, [1004.0, 927.0, 636.0, 18.0], 0HttBBrO5Q, 5729132]
[second-level-question, [1004.0, 945.0, 636.0, 18.0], 0HttBBrO5Q, 5729132]
[second-level-question, [175.0, 910.0, 609.0, 18.0], ItjkHLiQu6, 5729132]
[second-level-question, [175.0, 928.0, 609.0, 18.0], ItjkHLiQu6, 5729132]
[second-level-question, [175.0, 946.0, 609.0, 18.0], ItjkHLiQu6, 5729132]
[second-level-question, [164.0, 985.0, 623.0, 18.0], zep6Pcn_PL, 5729132]
[second-level-question, [164.0, 1003.0, 623.0, 18.0], zep6Pcn_PL, 5729132]
[second-level-question, [164.0, 1021.0, 623.0, 18.0], zep6Pcn_PL, 5729132]
[second-level-question, [164.0, 1039.0, 623.0, 18.0], zep6Pcn_PL, 5729132]
[second-level-question, [164.0, 1057.0, 623.0, 18.0], zep6Pcn_PL, 5729132]
