[872, 605]
[section-title, [261.0, 28.0, 83.0, 30.0], shoonya_0sDWXKKBX1QG2T, 6457334]
[paragraph, [37.0, 402.0, 265.0, 18.0], G4gkUsDHWl, 6457334]
[paragraph, [38.0, 425.0, 263.0, 18.0], Wazf23Hq5V, 6457334]
[paragraph, [38.0, 443.0, 263.0, 18.0], Wazf23Hq5V, 6457334]
[paragraph, [38.0, 461.0, 263.0, 18.0], Wazf23Hq5V, 6457334]
[paragraph, [38.0, 479.0, 263.0, 18.0], Wazf23Hq5V, 6457334]
[paragraph, [38.0, 497.0, 263.0, 18.0], Wazf23Hq5V, 6457334]
[paragraph, [304.0, 436.0, 234.0, 18.0], yerAdaWt9h, 6457334]
[paragraph, [304.0, 470.0, 262.0, 18.0], D2rSyLA6iI, 6457334]
[paragraph, [304.0, 488.0, 262.0, 18.0], D2rSyLA6iI, 6457334]
[paragraph, [304.0, 508.0, 265.0, 18.0], lsnlKFuzGa, 6457334]
[paragraph, [304.0, 526.0, 265.0, 18.0], lsnlKFuzGa, 6457334]
[paragraph, [35.0, 561.0, 120.0, 18.0], sdrEi_uwFZ, 6457334]
[paragraph, [304.0, 578.0, 231.0, 18.0], _xvVexcT-U, 6457334]
[paragraph, [37.0, 581.0, 263.0, 18.0], dQs_fKrJ0d, 6457334]
[paragraph, [37.0, 599.0, 263.0, 18.0], dQs_fKrJ0d, 6457334]
[paragraph, [37.0, 617.0, 263.0, 18.0], dQs_fKrJ0d, 6457334]
[paragraph, [304.0, 598.0, 261.0, 18.0], GNiZ31mq_6, 6457334]
[paragraph, [305.0, 634.0, 258.0, 18.0], kdjMz2IBBO, 6457334]
[paragraph, [305.0, 652.0, 258.0, 18.0], kdjMz2IBBO, 6457334]
[paragraph, [305.0, 670.0, 258.0, 18.0], kdjMz2IBBO, 6457334]
[paragraph, [305.0, 688.0, 258.0, 18.0], kdjMz2IBBO, 6457334]
[paragraph, [38.0, 650.0, 261.0, 18.0], kEzbz8EjSn, 6457334]
[paragraph, [38.0, 685.0, 263.0, 18.0], Bi3l1UYEea, 6457334]
[paragraph, [50.0, 719.0, 253.0, 18.0], EiqoCw1iOr, 6457334]
[paragraph, [304.0, 720.0, 113.0, 18.0], BIiW7u9Il6, 6457334]
[paragraph, [307.0, 738.0, 260.0, 18.0], wWxPVWAbll, 6457334]
[reference, [40.0, 744.0, 263.0, 18.0], -DjDLkVjcs, 6457334]
[reference, [40.0, 762.0, 263.0, 18.0], -DjDLkVjcs, 6457334]
[reference, [40.0, 780.0, 263.0, 18.0], -DjDLkVjcs, 6457334]
[reference, [40.0, 798.0, 263.0, 18.0], -DjDLkVjcs, 6457334]
[reference, [306.0, 782.0, 258.0, 18.0], -83v5_YaK_, 6457334]
[reference, [306.0, 800.0, 258.0, 18.0], -83v5_YaK_, 6457334]
[reference, [306.0, 818.0, 258.0, 18.0], -83v5_YaK_, 6457334]
