[1244, 855]
[chapter-title, [339.0, 41.0, 251.0, 30.0], qCF6yP4GAA, 5776186]
[paragraph, [155.0, 607.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 625.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 643.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 661.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 679.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 697.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 715.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 733.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 751.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 769.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 787.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 805.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 823.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 841.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 859.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [155.0, 877.0, 631.0, 18.0], shoonya_0sOJIRH99OJIG9, 5776186]
[paragraph, [160.0, 902.0, 629.0, 18.0], shoonya_4sMZ80CTLPQ2P6, 5776186]
[paragraph, [160.0, 920.0, 629.0, 18.0], shoonya_4sMZ80CTLPQ2P6, 5776186]
[paragraph, [160.0, 938.0, 629.0, 18.0], shoonya_4sMZ80CTLPQ2P6, 5776186]
[paragraph, [160.0, 956.0, 629.0, 18.0], shoonya_4sMZ80CTLPQ2P6, 5776186]
[paragraph, [162.0, 981.0, 631.0, 18.0], shoonya_2sQ13ISNGP7OKE, 5776186]
[paragraph, [162.0, 999.0, 631.0, 18.0], shoonya_2sQ13ISNGP7OKE, 5776186]
[paragraph, [162.0, 1017.0, 631.0, 18.0], shoonya_2sQ13ISNGP7OKE, 5776186]
[paragraph, [162.0, 1035.0, 631.0, 18.0], shoonya_2sQ13ISNGP7OKE, 5776186]
[paragraph, [162.0, 1053.0, 631.0, 18.0], shoonya_2sQ13ISNGP7OKE, 5776186]
[paragraph, [162.0, 1071.0, 631.0, 18.0], shoonya_2sQ13ISNGP7OKE, 5776186]
