[2339, 1653]
[paragraph, [864.0, 255.0, 603.0, 36.0], shoonya_2s3LLW9WRWAWZ1, 5689494]
[paragraph, [189.0, 1202.0, 598.0, 36.0], shoonya_0sXJ42PA9UP9HH, 5689494]
[paragraph, [189.0, 1238.0, 598.0, 36.0], shoonya_0sXJ42PA9UP9HH, 5689494]
[paragraph, [189.0, 1274.0, 598.0, 36.0], shoonya_0sXJ42PA9UP9HH, 5689494]
[paragraph, [189.0, 1310.0, 598.0, 36.0], shoonya_0sXJ42PA9UP9HH, 5689494]
[second-level-question, [865.0, 1383.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1419.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1455.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1491.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1527.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1563.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1599.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1635.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1671.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1707.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1743.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1779.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1815.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1851.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1887.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1923.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1959.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[second-level-question, [865.0, 1995.0, 613.0, 36.0], shoonya_6s1CYI2IW4UXZG, 5689494]
[paragraph, [189.0, 1409.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1445.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1481.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1517.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1553.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1589.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1625.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1661.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1697.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1733.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1769.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1805.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1841.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1877.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1913.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1949.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[paragraph, [189.0, 1985.0, 600.0, 36.0], shoonya_1sAH05RNIM6JBR, 5689494]
[options, [943.0, 1529.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1565.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1601.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1637.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1673.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1709.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1745.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1781.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1817.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1853.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1889.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1925.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1961.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [943.0, 1997.0, 525.0, 36.0], shoonya_8s7K8B3WH8KFST, 5689494]
[options, [944.0, 1536.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1572.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1608.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1644.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1680.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1716.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1752.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1788.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1824.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1860.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1896.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1932.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[options, [944.0, 1968.0, 517.0, 36.0], LVSu4eMvMQ, 5689494]
[folio, [194.0, 2074.0, 141.0, 36.0], shoonya_7s2JBZM2N30JX0, 5689494]
[folio, [1322.0, 2076.0, 140.0, 36.0], Qk2TW1jdFy, 5689494]
