[2339, 1654]
[folio, [1308.0, 60.0, 246.0, 36.0], s40poo3f0G, 5751494]
[paragraph, [113.0, 1923.0, 1450.0, 36.0], shoonya_0sNM3Y1W6VJHHU, 5751494]
[paragraph, [113.0, 1959.0, 1450.0, 36.0], shoonya_0sNM3Y1W6VJHHU, 5751494]
[paragraph, [277.0, 1976.0, 1161.0, 36.0], nKriB3IUGi, 5751494]
[paragraph, [277.0, 2012.0, 1161.0, 36.0], nKriB3IUGi, 5751494]
[paragraph, [277.0, 2048.0, 1161.0, 36.0], nKriB3IUGi, 5751494]
[paragraph, [277.0, 2084.0, 1161.0, 36.0], nKriB3IUGi, 5751494]
[paragraph, [277.0, 2120.0, 1161.0, 36.0], nKriB3IUGi, 5751494]
[paragraph, [277.0, 2156.0, 1161.0, 36.0], nKriB3IUGi, 5751494]
[paragraph, [277.0, 2192.0, 1161.0, 36.0], nKriB3IUGi, 5751494]
[paragraph, [277.0, 2228.0, 1161.0, 36.0], nKriB3IUGi, 5751494]
