[690, 512]
[folio, [194.0, 43.0, 103.0, 18.0], shoonya_3sPHTLLXI3ROVH, 6491689]
[paragraph, [18.0, 441.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [18.0, 459.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [18.0, 477.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [18.0, 495.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [18.0, 513.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [18.0, 531.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [18.0, 549.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [18.0, 567.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [18.0, 585.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [18.0, 603.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [18.0, 621.0, 225.0, 18.0], shoonya_0sQLJBB3WBZWA3, 6491689]
[paragraph, [245.0, 64.0, 225.0, 18.0], RXHVCnDOL8, 6491689]
[paragraph, [245.0, 82.0, 225.0, 18.0], RXHVCnDOL8, 6491689]
[paragraph, [245.0, 100.0, 225.0, 18.0], RXHVCnDOL8, 6491689]
[paragraph, [245.0, 118.0, 225.0, 18.0], RXHVCnDOL8, 6491689]
[paragraph, [245.0, 136.0, 225.0, 18.0], RXHVCnDOL8, 6491689]
[paragraph, [245.0, 154.0, 225.0, 18.0], RXHVCnDOL8, 6491689]
[paragraph, [245.0, 172.0, 225.0, 18.0], RXHVCnDOL8, 6491689]
[paragraph, [245.0, 190.0, 225.0, 18.0], RXHVCnDOL8, 6491689]
[paragraph, [243.0, 215.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 233.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 251.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 269.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 287.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 305.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 323.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 341.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 359.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 377.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 395.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 413.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 431.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 449.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 467.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 485.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 503.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 521.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 539.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 557.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 575.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 593.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
[paragraph, [243.0, 611.0, 226.0, 18.0], ReS6mZ52l_, 6491689]
