[1650, 1275]
[author, [828.0, 62.0, 298.0, 36.0], YaEwac2oSo, 5722389]
[paragraph, [149.0, 908.0, 649.0, 36.0], shoonya_0s75K319J1H98M, 5722389]
[paragraph, [149.0, 944.0, 649.0, 36.0], shoonya_0s75K319J1H98M, 5722389]
[paragraph, [149.0, 980.0, 649.0, 36.0], shoonya_0s75K319J1H98M, 5722389]
[paragraph, [149.0, 1016.0, 649.0, 36.0], shoonya_0s75K319J1H98M, 5722389]
[paragraph, [149.0, 1052.0, 649.0, 36.0], shoonya_0s75K319J1H98M, 5722389]
[paragraph, [149.0, 1088.0, 649.0, 36.0], shoonya_0s75K319J1H98M, 5722389]
[paragraph, [149.0, 1124.0, 649.0, 36.0], shoonya_0s75K319J1H98M, 5722389]
[paragraph, [149.0, 1160.0, 649.0, 36.0], shoonya_0s75K319J1H98M, 5722389]
[paragraph, [149.0, 1214.0, 650.0, 36.0], shoonya_4sQV4TUDTT8TDR, 5722389]
[paragraph, [149.0, 1250.0, 650.0, 36.0], shoonya_4sQV4TUDTT8TDR, 5722389]
[paragraph, [149.0, 1286.0, 650.0, 36.0], shoonya_4sQV4TUDTT8TDR, 5722389]
[paragraph, [149.0, 1322.0, 650.0, 36.0], shoonya_4sQV4TUDTT8TDR, 5722389]
[paragraph, [149.0, 1358.0, 650.0, 36.0], shoonya_4sQV4TUDTT8TDR, 5722389]
[paragraph, [149.0, 1394.0, 650.0, 36.0], shoonya_4sQV4TUDTT8TDR, 5722389]
[paragraph, [149.0, 1430.0, 650.0, 36.0], shoonya_4sQV4TUDTT8TDR, 5722389]
[paragraph, [149.0, 1466.0, 650.0, 36.0], shoonya_4sQV4TUDTT8TDR, 5722389]
[folio, [865.0, 1514.0, 259.0, 36.0], ro65lNIoT_, 5722389]
