[1275, 736]
[folio, [582.0, 32.0, 111.0, 18.0], shoonya_9sQI97DWNZX3NI, 5782387]
[ordered-list, [24.0, 1166.0, 670.0, 18.0], rbSB89dZiF, 5782387]
[ordered-list, [24.0, 1184.0, 670.0, 18.0], rbSB89dZiF, 5782387]
[sub-ordered-list, [35.0, 910.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 928.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 946.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 964.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 982.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1000.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1018.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1036.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1054.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1072.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1090.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1108.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1126.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1144.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1162.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
[sub-ordered-list, [35.0, 1180.0, 656.0, 18.0], shoonya_0sLK84WIOGHPLF, 5782387]
