[1818, 1374]
[folio, [486.0, 105.0, 401.0, 36.0], shoonya_1sQNYRDWG30W45, 5682891]
[paragraph, [693.0, 466.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 502.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 538.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 574.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 610.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 646.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 682.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 718.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 754.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 790.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 826.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 862.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 898.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 934.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 970.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1006.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1042.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1078.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1114.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1150.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1186.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1222.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1258.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1294.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1330.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1366.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1402.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1438.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1474.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1510.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1546.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1582.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1618.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
[paragraph, [693.0, 1654.0, 577.0, 36.0], L_Gy80T0FY, 5682891]
