[2067, 1567]
[folio, [193.0, 195.0, 136.0, 36.0], X2Pr2C7GJY, 5735789]
[paragraph, [194.0, 473.0, 577.0, 36.0], shoonya_5sMUTK34H1T8X6, 5735789]
[paragraph, [194.0, 509.0, 577.0, 36.0], shoonya_5sMUTK34H1T8X6, 5735789]
[paragraph, [194.0, 545.0, 577.0, 36.0], shoonya_5sMUTK34H1T8X6, 5735789]
[paragraph, [194.0, 581.0, 577.0, 36.0], shoonya_5sMUTK34H1T8X6, 5735789]
[paragraph, [194.0, 617.0, 577.0, 36.0], shoonya_5sMUTK34H1T8X6, 5735789]
[paragraph, [194.0, 653.0, 577.0, 36.0], shoonya_5sMUTK34H1T8X6, 5735789]
[paragraph, [194.0, 689.0, 577.0, 36.0], shoonya_5sMUTK34H1T8X6, 5735789]
[paragraph, [194.0, 725.0, 577.0, 36.0], shoonya_5sMUTK34H1T8X6, 5735789]
[paragraph, [194.0, 761.0, 577.0, 36.0], shoonya_5sMUTK34H1T8X6, 5735789]
[paragraph, [192.0, 835.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 871.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 907.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 943.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 979.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 1015.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 1051.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 1087.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 1123.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 1159.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 1195.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 1231.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 1267.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 1303.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [192.0, 1339.0, 579.0, 36.0], shoonya_3sWCX8ZPKXRWZB, 5735789]
[paragraph, [790.0, 872.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 908.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 944.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 980.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1016.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1052.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1088.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1124.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1160.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1196.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1232.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1268.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1304.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1340.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1376.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1412.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1448.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[paragraph, [790.0, 1484.0, 581.0, 36.0], shoonya_4sAC5DTKSQ4ZL7, 5735789]
[sidebar, [1412.0, 1348.0, 138.0, 36.0], YNoCVIeoO5, 5735789]
[sidebar, [1412.0, 1384.0, 138.0, 36.0], YNoCVIeoO5, 5735789]
[paragraph, [191.0, 1406.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [191.0, 1442.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [191.0, 1478.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [191.0, 1514.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [191.0, 1550.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [191.0, 1586.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [191.0, 1622.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [191.0, 1658.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [191.0, 1694.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [191.0, 1730.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [191.0, 1766.0, 580.0, 36.0], shoonya_2s3GJRBP4Z3UNT, 5735789]
[paragraph, [786.0, 1546.0, 586.0, 36.0], A3D3wLF0VP, 5735789]
[paragraph, [786.0, 1582.0, 586.0, 36.0], A3D3wLF0VP, 5735789]
[paragraph, [786.0, 1618.0, 586.0, 36.0], A3D3wLF0VP, 5735789]
[paragraph, [786.0, 1654.0, 586.0, 36.0], A3D3wLF0VP, 5735789]
[paragraph, [786.0, 1690.0, 586.0, 36.0], A3D3wLF0VP, 5735789]
[paragraph, [786.0, 1726.0, 586.0, 36.0], A3D3wLF0VP, 5735789]
[paragraph, [786.0, 1762.0, 586.0, 36.0], A3D3wLF0VP, 5735789]
[folio, [191.0, 1824.0, 230.0, 36.0], _413W__UTL, 5735789]
