[872, 605]
[section-title, [268.0, 33.0, 74.0, 30.0], qIR_yhyTST, 6457391]
[paragraph, [40.0, 523.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[paragraph, [40.0, 541.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[paragraph, [40.0, 559.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[paragraph, [40.0, 577.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[paragraph, [40.0, 595.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[paragraph, [40.0, 613.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[paragraph, [40.0, 631.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[paragraph, [40.0, 649.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[paragraph, [40.0, 667.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[paragraph, [40.0, 685.0, 265.0, 18.0], Dpp7HIo0WX, 6457391]
[reference, [306.0, 689.0, 260.0, 18.0], _PueyR2F2n, 6457391]
[reference, [306.0, 707.0, 260.0, 18.0], _PueyR2F2n, 6457391]
[reference, [306.0, 725.0, 260.0, 18.0], _PueyR2F2n, 6457391]
[reference, [306.0, 743.0, 260.0, 18.0], _PueyR2F2n, 6457391]
[reference, [306.0, 761.0, 260.0, 18.0], _PueyR2F2n, 6457391]
[reference, [306.0, 779.0, 260.0, 18.0], _PueyR2F2n, 6457391]
[reference, [306.0, 797.0, 260.0, 18.0], _PueyR2F2n, 6457391]
[reference, [306.0, 815.0, 260.0, 18.0], _PueyR2F2n, 6457391]
[reference, [40.0, 707.0, 263.0, 18.0], U68RMyU82F, 6457391]
[reference, [40.0, 725.0, 263.0, 18.0], U68RMyU82F, 6457391]
[reference, [40.0, 743.0, 263.0, 18.0], U68RMyU82F, 6457391]
[reference, [40.0, 761.0, 263.0, 18.0], U68RMyU82F, 6457391]
[reference, [40.0, 779.0, 263.0, 18.0], U68RMyU82F, 6457391]
[reference, [40.0, 797.0, 263.0, 18.0], U68RMyU82F, 6457391]
[reference, [40.0, 815.0, 263.0, 18.0], U68RMyU82F, 6457391]
