[1320, 1176]
[folio, [937.0, 57.0, 162.0, 18.0], shoonya_3sR6TB3M252OMR, 5694564]
[paragraph, [750.0, 789.0, 339.0, 18.0], 5YXq8seAuI, 5694564]
[paragraph, [750.0, 807.0, 339.0, 18.0], 5YXq8seAuI, 5694564]
[paragraph, [750.0, 825.0, 339.0, 18.0], 5YXq8seAuI, 5694564]
[paragraph, [750.0, 843.0, 339.0, 18.0], 5YXq8seAuI, 5694564]
[paragraph, [75.0, 781.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 799.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 817.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 835.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 853.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 871.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 889.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 907.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 925.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 943.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 961.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 979.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 997.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1015.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1033.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1051.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1069.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1087.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1105.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1123.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1141.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1159.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1177.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1195.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1213.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
[paragraph, [75.0, 1231.0, 328.0, 18.0], shoonya_2sU61JKX6GN6I6, 5694564]
