[1300, 900]
[folio, [331.0, 76.0, 241.0, 18.0], 4qy9PSYQy3, 5731788]
[paragraph, [103.0, 596.0, 688.0, 18.0], shoonya_1sWKZFIL5TCRUL, 5731788]
[paragraph, [103.0, 614.0, 688.0, 18.0], shoonya_1sWKZFIL5TCRUL, 5731788]
[paragraph, [103.0, 632.0, 688.0, 18.0], shoonya_1sWKZFIL5TCRUL, 5731788]
[paragraph, [103.0, 650.0, 688.0, 18.0], shoonya_1sWKZFIL5TCRUL, 5731788]
[paragraph, [103.0, 668.0, 688.0, 18.0], shoonya_1sWKZFIL5TCRUL, 5731788]
[paragraph, [103.0, 686.0, 688.0, 18.0], shoonya_1sWKZFIL5TCRUL, 5731788]
[paragraph, [114.0, 710.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 728.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 746.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 764.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 782.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 800.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 818.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 836.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 854.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 872.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 890.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 908.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 926.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 944.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 962.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 980.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 998.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 1016.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 1034.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 1052.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 1070.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 1088.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 1106.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [114.0, 1124.0, 684.0, 18.0], shoonya_0s3XLTJKPH8TF8, 5731788]
[paragraph, [119.0, 1163.0, 671.0, 18.0], shoonya_2sB46BOCPJJASD, 5731788]
[paragraph, [119.0, 1181.0, 671.0, 18.0], shoonya_2sB46BOCPJJASD, 5731788]
[paragraph, [119.0, 1199.0, 671.0, 18.0], shoonya_2sB46BOCPJJASD, 5731788]
[paragraph, [119.0, 1217.0, 671.0, 18.0], shoonya_2sB46BOCPJJASD, 5731788]
