[6000, 4167]
[folio, [1182.0, 598.0, 1812.0, 52.5], VeSAnkjd95, 5721587]
[paragraph, [596.0, 2878.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 2931.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 2983.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3036.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3088.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3141.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3193.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3246.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3298.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3351.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3403.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3456.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3508.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3561.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3613.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3666.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3718.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3771.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3823.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3876.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3928.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 3981.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4033.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4086.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4138.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4191.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4243.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4296.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4348.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4401.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4453.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4506.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4558.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4611.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4663.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4716.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4768.5, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [596.0, 4821.0, 3000.0, 52.5], shoonya_1sC21JJ61GQHVV, 5721587]
[paragraph, [599.0, 4932.0, 2989.0, 52.5], aI0rgFo9yT, 5721587]
[paragraph, [599.0, 4984.5, 2989.0, 52.5], aI0rgFo9yT, 5721587]
[paragraph, [599.0, 5037.0, 2989.0, 52.5], aI0rgFo9yT, 5721587]
[paragraph, [599.0, 5089.5, 2989.0, 52.5], aI0rgFo9yT, 5721587]
[paragraph, [599.0, 5142.0, 2989.0, 52.5], aI0rgFo9yT, 5721587]
[paragraph, [599.0, 5194.5, 2989.0, 52.5], aI0rgFo9yT, 5721587]
[paragraph, [599.0, 5247.0, 2989.0, 52.5], aI0rgFo9yT, 5721587]
[paragraph, [599.0, 5299.5, 2989.0, 52.5], aI0rgFo9yT, 5721587]
[paragraph, [599.0, 5352.0, 2989.0, 52.5], aI0rgFo9yT, 5721587]
[paragraph, [599.0, 5404.5, 2989.0, 52.5], aI0rgFo9yT, 5721587]
