[1437, 878]
[chapter-title, [295.0, 78.0, 357.0, 30.0], 0jiCefLCXK, 5769986]
[paragraph, [74.0, 629.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 647.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 665.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 683.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 701.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 719.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 737.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 755.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 773.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 791.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [74.0, 809.0, 358.0, 18.0], MuX4zYjmbU, 5769986]
[paragraph, [437.0, 453.0, 129.0, 18.0], lCW5QIWtHa, 5769986]
[paragraph, [442.0, 478.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 496.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 514.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 532.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 550.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 568.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 586.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 604.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 622.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 640.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 658.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 676.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 694.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 712.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 730.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 748.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 766.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 784.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 802.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [442.0, 820.0, 364.0, 18.0], dOj-7WrM31, 5769986]
[paragraph, [446.0, 839.0, 354.0, 18.0], 7-ZYI8KIH1, 5769986]
[paragraph, [446.0, 857.0, 354.0, 18.0], 7-ZYI8KIH1, 5769986]
[paragraph, [446.0, 875.0, 354.0, 18.0], 7-ZYI8KIH1, 5769986]
[paragraph, [69.0, 845.0, 367.0, 18.0], ouk03_bGWt, 5769986]
[paragraph, [69.0, 863.0, 367.0, 18.0], ouk03_bGWt, 5769986]
[paragraph, [69.0, 881.0, 367.0, 18.0], ouk03_bGWt, 5769986]
[paragraph, [440.0, 896.0, 361.0, 18.0], AqGJj88pFl, 5769986]
[paragraph, [440.0, 914.0, 361.0, 18.0], AqGJj88pFl, 5769986]
[paragraph, [440.0, 932.0, 361.0, 18.0], AqGJj88pFl, 5769986]
[paragraph, [440.0, 950.0, 361.0, 18.0], AqGJj88pFl, 5769986]
[paragraph, [440.0, 968.0, 361.0, 18.0], AqGJj88pFl, 5769986]
[paragraph, [97.0, 902.0, 237.0, 18.0], 2W7BOk2aeS, 5769986]
[paragraph, [97.0, 920.0, 237.0, 18.0], 2W7BOk2aeS, 5769986]
[paragraph, [97.0, 938.0, 237.0, 18.0], 2W7BOk2aeS, 5769986]
[paragraph, [100.0, 953.0, 236.0, 18.0], N8TceP1Gzr, 5769986]
[paragraph, [100.0, 971.0, 236.0, 18.0], N8TceP1Gzr, 5769986]
[paragraph, [100.0, 989.0, 236.0, 18.0], N8TceP1Gzr, 5769986]
[paragraph, [435.0, 983.0, 269.0, 18.0], 1MWrNvui8T, 5769986]
[paragraph, [430.0, 1006.0, 365.0, 18.0], hNDPcwO68r, 5769986]
[paragraph, [430.0, 1024.0, 365.0, 18.0], hNDPcwO68r, 5769986]
[paragraph, [430.0, 1042.0, 365.0, 18.0], hNDPcwO68r, 5769986]
[paragraph, [430.0, 1060.0, 365.0, 18.0], hNDPcwO68r, 5769986]
[paragraph, [430.0, 1078.0, 365.0, 18.0], hNDPcwO68r, 5769986]
[paragraph, [102.0, 1014.0, 240.0, 18.0], Gz85mtOjxe, 5769986]
[paragraph, [102.0, 1032.0, 240.0, 18.0], Gz85mtOjxe, 5769986]
[paragraph, [102.0, 1050.0, 240.0, 18.0], Gz85mtOjxe, 5769986]
[paragraph, [93.0, 1067.0, 330.0, 18.0], OZkhEDCo_z, 5769986]
[paragraph, [93.0, 1085.0, 330.0, 18.0], OZkhEDCo_z, 5769986]
[paragraph, [93.0, 1103.0, 330.0, 18.0], OZkhEDCo_z, 5769986]
[paragraph, [93.0, 1121.0, 330.0, 18.0], OZkhEDCo_z, 5769986]
[paragraph, [93.0, 1139.0, 330.0, 18.0], OZkhEDCo_z, 5769986]
[paragraph, [459.0, 1092.0, 335.0, 18.0], w1997I-mop, 5769986]
[paragraph, [459.0, 1110.0, 335.0, 18.0], w1997I-mop, 5769986]
[paragraph, [459.0, 1128.0, 335.0, 18.0], w1997I-mop, 5769986]
[paragraph, [441.0, 1148.0, 349.0, 18.0], BoTDAzDN1m, 5769986]
[paragraph, [441.0, 1166.0, 349.0, 18.0], BoTDAzDN1m, 5769986]
[paragraph, [441.0, 1184.0, 349.0, 18.0], BoTDAzDN1m, 5769986]
[paragraph, [73.0, 1153.0, 356.0, 18.0], XCRB9XJKhH, 5769986]
[paragraph, [73.0, 1171.0, 356.0, 18.0], XCRB9XJKhH, 5769986]
[paragraph, [73.0, 1189.0, 356.0, 18.0], XCRB9XJKhH, 5769986]
[paragraph, [67.0, 1210.0, 358.0, 18.0], cGi_PcZnbW, 5769986]
[paragraph, [67.0, 1228.0, 358.0, 18.0], cGi_PcZnbW, 5769986]
[paragraph, [67.0, 1246.0, 358.0, 18.0], cGi_PcZnbW, 5769986]
[paragraph, [67.0, 1264.0, 358.0, 18.0], cGi_PcZnbW, 5769986]
[paragraph, [67.0, 1282.0, 358.0, 18.0], cGi_PcZnbW, 5769986]
[paragraph, [67.0, 1300.0, 358.0, 18.0], cGi_PcZnbW, 5769986]
[paragraph, [436.0, 1210.0, 357.0, 18.0], xJp_k4Mu-f, 5769986]
[paragraph, [436.0, 1228.0, 357.0, 18.0], xJp_k4Mu-f, 5769986]
[paragraph, [436.0, 1246.0, 357.0, 18.0], xJp_k4Mu-f, 5769986]
[paragraph, [432.0, 1270.0, 371.0, 18.0], 0mAKTlCe_i, 5769986]
[paragraph, [432.0, 1288.0, 371.0, 18.0], 0mAKTlCe_i, 5769986]
[paragraph, [432.0, 1306.0, 371.0, 18.0], 0mAKTlCe_i, 5769986]
[jumpline, [271.0, 1328.0, 156.0, 18.0], 6hn1shj24-, 5769986]
[jumpline, [271.0, 1346.0, 156.0, 18.0], 6hn1shj24-, 5769986]
[reference, [106.0, 1331.0, 331.0, 18.0], TEWQb_1rHk, 5769986]
[reference, [106.0, 1349.0, 331.0, 18.0], TEWQb_1rHk, 5769986]
