[1320, 1176]
[folio, [940.0, 62.0, 166.0, 18.0], Pxy_-nralP, 5694400]
[paragraph, [64.0, 1059.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1077.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1095.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1113.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1131.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1149.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1167.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1185.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1203.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1221.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [64.0, 1239.0, 341.0, 18.0], shoonya_0sNIFK9P6QOGIB, 5694400]
[paragraph, [761.0, 867.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 885.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 903.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 921.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 939.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 957.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 975.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 993.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1011.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1029.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1047.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1065.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1083.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1101.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1119.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1137.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1155.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1173.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [761.0, 1191.0, 340.0, 18.0], shoonya_4sAS8RQLKAYD1D, 5694400]
[paragraph, [409.0, 876.0, 344.0, 18.0], 29TtSMpzmH, 5694400]
[paragraph, [409.0, 894.0, 344.0, 18.0], 29TtSMpzmH, 5694400]
[paragraph, [409.0, 912.0, 344.0, 18.0], 29TtSMpzmH, 5694400]
[paragraph, [409.0, 930.0, 344.0, 18.0], 29TtSMpzmH, 5694400]
[paragraph, [409.0, 948.0, 344.0, 18.0], 29TtSMpzmH, 5694400]
[paragraph, [409.0, 966.0, 344.0, 18.0], 29TtSMpzmH, 5694400]
[paragraph, [410.0, 996.0, 341.0, 18.0], xEupnM--zv, 5694400]
[paragraph, [410.0, 1014.0, 341.0, 18.0], xEupnM--zv, 5694400]
[paragraph, [410.0, 1032.0, 341.0, 18.0], xEupnM--zv, 5694400]
[sub-section-title, [446.0, 1058.0, 232.0, 25.5], VxJjijEjS3, 5694400]
[paragraph, [683.0, 1060.0, 74.0, 18.0], UnK--KG7SJ, 5694400]
[paragraph, [415.0, 1085.0, 341.0, 18.0], a9sOFgZGtG, 5694400]
[paragraph, [415.0, 1103.0, 341.0, 18.0], a9sOFgZGtG, 5694400]
[paragraph, [415.0, 1121.0, 341.0, 18.0], a9sOFgZGtG, 5694400]
[paragraph, [415.0, 1139.0, 341.0, 18.0], a9sOFgZGtG, 5694400]
[paragraph, [415.0, 1157.0, 341.0, 18.0], a9sOFgZGtG, 5694400]
[paragraph, [415.0, 1175.0, 341.0, 18.0], a9sOFgZGtG, 5694400]
[paragraph, [415.0, 1193.0, 341.0, 18.0], a9sOFgZGtG, 5694400]
[paragraph, [415.0, 1211.0, 341.0, 18.0], a9sOFgZGtG, 5694400]
